"a_employee_number","e_gender","a_activity_status","a_location_primary","a_job_class_code","a_pay_type","a_location","a_bargain_unit","jb_job_calc_code","a_position_code","s_days_per_year","s_period_hours","s_hours_per_day","s_pay_periods","s_frequency","s_pay_scale","a_salary_annual","s_period_salary","s_daily_rate","s_hourly_rate","a_org","a_object","s_d_proj","s_start_date","s_end_date","s_reference_salary","a_base_pay","s_salary_job_pay","s_line_pay_amount","s_daily_rate_jb","s_hourly_rate_jp","s_status","s_emp_pay_type","s_hours_per_year","s_days_per_period","a_job_class_descsh","a_job_class_desc","jb_status","jb_pay_basis","jb_hrs_per_day","jb_hrs_per_yr","jb_employee_type","a_bargain_desc_sh","a_bargain_desc","a_location_desc_sh","a_location_desc","s_inactive","s_fulltime_percent","ch_calendar_code","s_work_start_date","s_work_end_date"
"3140","Male","A","20","3005","100","20","3000","32","300500002","242.67","121.33","12.00","24.0000","S","A","150005.49","6250.23","618.1460","51.5122","01202022","400005",,"2012-03-30T00:00:00.000","9999-12-31T00:00:00.000","150005.49","Y","150005.49","6250.23","618.1460","51.5122","1",,"2912.00","10.11","FIRE CAPT","FIRE CAPTAIN",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2012-03-30T00:00:00.000","9999-12-31T00:00:00.000"
"3142","Male","A","20","3030","100","20","3000","32","303000001","260.00","86.67","8.00","24.0000","S","A","161251.14","6718.80","620.1967","77.5246","01203022","400005",,"2012-03-30T00:00:00.000","9999-12-31T00:00:00.000","161251.14","Y","161251.14","6718.80","620.1967","77.5246","4",,"2080.00","11.00","FIRE INSP","FIRE INSPECTOR II",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2012-03-30T00:00:00.000","9999-12-31T00:00:00.000"
"3143","Male","A","20","3010","100","20","3000","32","301000015","242.67","121.33","12.00","24.0000","S","A","130438.20","5434.93","537.5127","44.7927","01202022","400005",,"2012-03-30T00:00:00.000","9999-12-31T00:00:00.000","130438.20","Y","130438.20","5434.93","537.5127","44.7927","1",,"2912.00","10.11","FIRE ENGR","FIRE ENGINEER",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2012-03-30T00:00:00.000","9999-12-31T00:00:00.000"
"3147","Female","A","21","1312","100","21","1000","32","131200002","260.00","81.25","7.50","24.0000","S","A","55125.66","2296.90","212.0218","28.2696","01211013","400003",,"2018-05-26T00:00:00.000","9999-12-31T00:00:00.000","55125.66","Y","55125.66","2296.90","212.0218","28.2696","1",,"1950.00","10.83","NH CHG AG","NEIGHBORHOOD CHANGE AGENT",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","ONS","OFFICE OF NEIGHBORHOOD SAFETY","A","1.0000",,"2018-05-26T00:00:00.000","9999-12-31T00:00:00.000"
"3163","Female","A","38","4115","100","38","4000","32","411500001","260.00","81.25","7.50","24.0000","S","A","123626.27","5151.09","475.4857","63.3981","01385051","400001",,"2012-06-05T00:00:00.000","9999-12-31T00:00:00.000","123626.27","Y","123626.27","5151.09","475.4857","63.3981","1",,"1950.00","10.83","PRO MAN I","PROJECT MANAGER I",,"S","7.50","1950.00",,"EXE MNGMNT","EXECUTIVE MANAGEMENT","TRANSOPERN","TRANSPORTATION OPERATION","A","1.0000",,"2012-06-05T00:00:00.000","9999-12-31T00:00:00.000"
"3180","Male","A","19","5000","100","19","5000","32","500000017","260.00","86.67","8.00","24.0000","S","A","116010.62","4833.78","446.1947","55.7743","01191021","400004",,"2014-06-16T00:00:00.000","9999-12-31T00:00:00.000","116010.62","Y","116010.62","4833.78","446.1947","55.7743","1",,"2080.00","10.83","POL OFFICE","POLICE OFFICER",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2014-06-16T00:00:00.000","9999-12-31T00:00:00.000"
"3188","Male","A","25","1830","101","25","1500","01","0","0.00","0.00","0.00","24.0000","S","H","0.00","0.00","0.0000","19.2713",,,,"2012-06-15T00:00:00.000","9999-12-31T00:00:00.000","0.00","Y","0.00","0.00","0.0000","19.2713","11",,"0.00","0.00","LIFEGUARD","LIFEGUARD G/III",,,"0.00","0.00",,"LOC 1021PT","SEIU LOCAL 1021 PART-TIME","COMM SRV","COMMUNITY SERVICES","A","0.4000",,"2012-06-15T00:00:00.000","9999-12-31T00:00:00.000"
"3207","Female","A","19","1250","100","19","1000","32","125000003","260.00","81.25","7.50","24.0000","S","A","63332.51","2638.85","243.5866","32.4782","01191021","400003",,"2018-11-13T00:00:00.000","9999-12-31T00:00:00.000","63332.51","Y","63332.51","2638.85","243.5866","32.4782","1",,"1950.00","10.83","JAILER","JAILER",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","POLICE","POLICE","A","1.0000",,"2018-11-13T00:00:00.000","9999-12-31T00:00:00.000"
"3215","Male","A","25","1860","101","25","1500","01","0","0.00","0.00","0.00","24.0000","S","H","0.00","0.00","0.0000","19.2713","01253251","400006",,"2012-08-23T00:00:00.000","9999-12-31T00:00:00.000","0.00","Y","0.00","0.00","0.0000","19.2713","11",,"0.00","0.00","REC PRG LD","RECREATN PGM LEADER G/III",,,"0.00","0.00",,"LOC 1021PT","SEIU LOCAL 1021 PART-TIME","COMM SRV","COMMUNITY SERVICES","A","0.4000",,"2012-08-23T00:00:00.000","9999-12-31T00:00:00.000"
"3218","Male","A","19","5000","100","19","5000","32","500000004","260.00","86.67","8.00","24.0000","S","A","116010.62","4833.78","446.1947","55.7743","01191021","400004",,"2012-09-04T00:00:00.000","9999-12-31T00:00:00.000","116010.62","Y","116010.62","4833.78","446.1947","55.7743","1",,"2080.00","10.83","POL OFFICE","POLICE OFFICER",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2012-09-04T00:00:00.000","9999-12-31T00:00:00.000"
"3226","Male","A","23","1880","101","23","1500","01","0","0.00","0.00","0.00","24.0000","S","H","0.00","0.00","0.0000","18.7869","01234431","400006",,"2021-01-19T00:00:00.000","9999-12-31T00:00:00.000","0.00","Y","0.00","0.00","0.0000","18.7869","9",,"0.00","0.00","MNTAIDEII","MAINTENANCE AIDE II/III",,,"0.00","0.00",,"LOC 1021PT","SEIU LOCAL 1021 PART-TIME","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2021-01-19T00:00:00.000","9999-12-31T00:00:00.000"
"3231","Female","A","19","1770","101","19","1500","01","0","0.00","0.00","0.00","24.0000","S","H","0.00","0.00","0.0000","16.6448","01191021","400006",,"2012-10-01T00:00:00.000","9999-12-31T00:00:00.000","0.00","Y","0.00","0.00","0.0000","16.6448","10",,"0.00","0.00","SCL CRSG G","SCHOOL CROSSING GRD G/IIB",,,"0.00","0.00",,"LOC 1021PT","SEIU LOCAL 1021 PART-TIME","POLICE","POLICE","A","1.0000",,"2012-10-01T00:00:00.000","9999-12-31T00:00:00.000"
"3232","Male","A","15","4140","100","15","4000","21","414000005","260.00","81.25","7.50","24.0000","S","S","175815.36","7325.64","676.2129","90.1617","01151014","400001",,"2012-10-23T00:00:00.000","9999-12-31T00:00:00.000","175815.36","Y","175815.36","7325.64","676.2129","90.1617","1",,"1950.00","0.00","SR AS CT A","SENIOR ASSISTANT CITY ATTORNEY",,"S","7.50","1950.00",,"EXE MNGMNT","EXECUTIVE MANAGEMENT","CITY ATTY","CITY ATTORNEY","A","1.0000",,"2012-10-23T00:00:00.000","9999-12-31T00:00:00.000"
"3236","Male","A","19","5000","100","19","5000","32","500000074","260.00","86.67","8.00","24.0000","S","A","116010.62","4833.78","446.1947","55.7743","01191021","400004",,"2012-11-05T00:00:00.000","9999-12-31T00:00:00.000","116010.62","Y","116010.62","4833.78","446.1947","55.7743","1",,"2080.00","10.83","POL OFFICE","POLICE OFFICER",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2012-11-05T00:00:00.000","9999-12-31T00:00:00.000"
"3237","Female","A","19","5000","100","19","5000","32","500000124","260.00","86.67","8.00","24.0000","S","A","116010.62","4833.78","446.1947","55.7743","01191021","400004",,"2013-04-29T00:00:00.000","9999-12-31T00:00:00.000","116010.62","Y","116010.62","4833.78","446.1947","55.7743","1",,"2080.00","10.83","POL OFFICE","POLICE OFFICER",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2013-04-29T00:00:00.000","9999-12-31T00:00:00.000"
"3248","Male","A","19","1770","101","19","1500","01","0","0.00","0.00","0.00","24.0000","S","H","0.00","0.00","0.0000","16.6448","01191021","400006",,"2012-11-28T00:00:00.000","9999-12-31T00:00:00.000","0.00","Y","0.00","0.00","0.0000","16.6448","10",,"0.00","0.00","SCL CRSG G","SCHOOL CROSSING GRD G/IIB",,,"0.00","0.00",,"LOC 1021PT","SEIU LOCAL 1021 PART-TIME","POLICE","POLICE","A","1.0000",,"2012-11-28T00:00:00.000","9999-12-31T00:00:00.000"
"3280","Female","A","19","5000","100","19","5000","32","500000133","260.00","86.67","8.00","24.0000","S","A","116010.62","4833.78","446.1947","55.7743","01191021","400004",,"2014-11-10T00:00:00.000","9999-12-31T00:00:00.000","116010.62","Y","116010.62","4833.78","446.1947","55.7743","1",,"2080.00","10.83","POL OFFICE","POLICE OFFICER",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2014-11-10T00:00:00.000","9999-12-31T00:00:00.000"
"3289","Male","A","25","1865","101","25","1500","01","0","0.00","0.00","0.00","24.0000","S","H","0.00","0.00","0.0000","21.2283","01253751","400006",,"2013-03-25T00:00:00.000","9999-12-31T00:00:00.000","0.00","Y","0.00","0.00","0.0000","21.2283","11",,"0.00","0.00","REC PRG SP","RECREATN PGM SPEC G/III",,,"0.00","0.00",,"LOC 1021PT","SEIU LOCAL 1021 PART-TIME","COMM SRV","COMMUNITY SERVICES","A","0.4000",,"2013-03-25T00:00:00.000","9999-12-31T00:00:00.000"
"3293","Male","A","16","2365","100","16","2000","32","236500002","260.00","81.25","7.50","24.0000","S","A","114244.08","4760.17","439.4003","58.5867","15063619","400002",,"2013-04-08T00:00:00.000","9999-12-31T00:00:00.000","114244.08","Y","114244.08","4760.17","439.4003","58.5867","1",,"1950.00","10.83","PLN CHK EN","PLAN CHECKING ENGINEER",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","PLAN/BLDG","PLANNING & BUILDING REGULATION","A","1.0000",,"2013-04-08T00:00:00.000","9999-12-31T00:00:00.000"
"3295","Male","A","23","1190","100","23","1000","32","119000001","260.00","86.67","8.00","24.0000","S","A","77004.60","3208.53","296.1715","37.0214","01235031","400003",,"2013-04-15T00:00:00.000","9999-12-31T00:00:00.000","77004.60","Y","77004.60","3208.53","296.1715","37.0214","4",,"2080.00","10.83","EQP PART S","EQUIPMENT PARTS SPECIALIST",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2013-04-15T00:00:00.000","9999-12-31T00:00:00.000"
"3301","Male","A","20","3015","100","20","3000","32","301500002","242.67","121.33","12.00","24.0000","S","A","122522.41","5105.10","504.8931","42.0744","01202022","400005",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000","122522.41","Y","122522.41","5105.10","504.8931","42.0744","1",,"2912.00","10.11","FIRE FIGHT","FIRE FIGHTER",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000"
"3302","Male","A","20","3005","100","20","3000","32","300500014","242.67","121.33","12.00","24.0000","S","A","150005.49","6250.23","618.1460","51.5122","01202022","400005",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000","150005.49","Y","150005.49","6250.23","618.1460","51.5122","1",,"2912.00","10.11","FIRE CAPT","FIRE CAPTAIN",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000"
"3303","Female","A","20","3015","100","20","3000","32","301500006","242.67","121.33","12.00","24.0000","S","A","122522.41","5105.10","504.8931","42.0744","01202022","400005",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000","122522.41","Y","122522.41","5105.10","504.8931","42.0744","1",,"2912.00","10.11","FIRE FIGHT","FIRE FIGHTER",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000"
"3304","Male","A","20","3010","100","20","3000","32","301000004","242.67","121.33","12.00","24.0000","S","A","130438.20","5434.93","537.5127","44.7927","01202022","400005",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000","130438.20","Y","130438.20","5434.93","537.5127","44.7927","1",,"2912.00","10.11","FIRE ENGR","FIRE ENGINEER",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000"
"3305","Male","A","20","3010","100","20","3000","32","301000017","242.67","121.33","12.00","24.0000","S","A","130438.20","5434.93","537.5127","44.7927","01202022","400005",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000","130438.20","Y","130438.20","5434.93","537.5127","44.7927","1",,"2912.00","10.11","FIRE ENGR","FIRE ENGINEER",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000"
"3306","Male","A","20","3005","100","20","3000","32","300500012","242.67","121.33","12.00","24.0000","S","A","150005.49","6250.23","618.1460","51.5122","01202022","400005",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000","150005.49","Y","150005.49","6250.23","618.1460","51.5122","1",,"2912.00","10.11","FIRE CAPT","FIRE CAPTAIN",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000"
"3307","Male","A","20","3010","100","20","3000","32","301000026","242.67","121.33","12.00","24.0000","S","A","130438.20","5434.93","537.5127","44.7927","01202022","400005",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000","130438.20","Y","130438.20","5434.93","537.5127","44.7927","1",,"2912.00","10.11","FIRE ENGR","FIRE ENGINEER",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000"
"3308","Female","A","20","3010","100","20","3000","32","301000005","242.67","121.33","12.00","24.0000","S","A","130438.20","5434.93","537.5127","44.7927","01202022","400005",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000","130438.20","Y","130438.20","5434.93","537.5127","44.7927","1",,"2912.00","10.11","FIRE ENGR","FIRE ENGINEER",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000"
"3309","Male","A","20","3010","100","20","3000","32","301000012","242.67","121.33","12.00","24.0000","S","A","130438.20","5434.93","537.5127","44.7927","01202022","400005",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000","130438.20","Y","130438.20","5434.93","537.5127","44.7927","1",,"2912.00","10.11","FIRE ENGR","FIRE ENGINEER",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000"
"3310","Male","A","20","3010","100","20","3000","32","301000002","242.67","121.33","12.00","24.0000","S","A","124115.90","5171.50","511.4596","42.6216","01202022","400005",,"2020-03-19T00:00:00.000","9999-12-31T00:00:00.000","124115.90","Y","124115.90","5171.50","511.4596","42.6216","4",,"2912.00","10.11","FIRE ENGR","FIRE ENGINEER",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2020-03-19T00:00:00.000","9999-12-31T00:00:00.000"
"3311","Male","A","20","3010","100","20","3000","32","301000014","242.67","121.33","12.00","24.0000","S","A","130438.20","5434.93","537.5127","44.7927","01202022","400005",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000","130438.20","Y","130438.20","5434.93","537.5127","44.7927","1",,"2912.00","10.11","FIRE ENGR","FIRE ENGINEER",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000"
"3312","Male","A","20","3010","100","20","3000","32","301000016","242.67","121.33","12.00","24.0000","S","A","130438.20","5434.93","537.5127","44.7927","01202022","400005",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000","130438.20","Y","130438.20","5434.93","537.5127","44.7927","1",,"2912.00","10.11","FIRE ENGR","FIRE ENGINEER",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2013-05-17T00:00:00.000","9999-12-31T00:00:00.000"
"3319","Female","A","25","1860","101","25","1500","01","0","0.00","0.00","0.00","24.0000","S","H","0.00","0.00","0.0000","20.2498","01253551","400006",,"2013-06-08T00:00:00.000","9999-12-31T00:00:00.000","0.00","Y","0.00","0.00","0.0000","20.2498","11",,"0.00","0.00","REC PRG LD","RECREATN PGM LEADER G/III",,,"0.00","0.00",,"LOC 1021PT","SEIU LOCAL 1021 PART-TIME","COMM SRV","COMMUNITY SERVICES","A","0.4000",,"2013-06-08T00:00:00.000","9999-12-31T00:00:00.000"
"3336","Female","A","19","2371","100","19","2000","32","237100001","260.00","81.25","7.50","24.0000","S","A","92206.86","3841.95","354.6418","47.2856","01191021","400002",,"2013-06-24T00:00:00.000","9999-12-31T00:00:00.000","92206.86","Y","92206.86","3841.95","354.6418","47.2856","1",,"1950.00","10.83","P RC PR MG","POLICE RECORDS & PROPERTY MGR",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","POLICE","POLICE","A","1.0000",,"2013-06-24T00:00:00.000","9999-12-31T00:00:00.000"
"3338","Male","A","23","1309","100","23","1000","32","130900002","260.00","86.67","8.00","24.0000","S","A","62588.46","2607.85","240.7248","30.0906","01234431","400003",,"2017-09-05T00:00:00.000","9999-12-31T00:00:00.000","62588.46","Y","62588.46","2607.85","240.7248","30.0906","1",,"2080.00","10.83","MNT WKR II","MAINTENANCE WORKER II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2017-09-05T00:00:00.000","9999-12-31T00:00:00.000"
"3346","Male","A","19","1250","100","19","1000","32","125000004","260.00","81.25","7.50","24.0000","S","A","65983.93","2749.33","253.7843","33.8379","01191021","400003",,"2013-07-07T00:00:00.000","9999-12-31T00:00:00.000","65983.93","Y","65983.93","2749.33","253.7843","33.8379","1",,"1950.00","10.83","JAILER","JAILER",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","POLICE","POLICE","A","1.0000",,"2013-07-07T00:00:00.000","9999-12-31T00:00:00.000"
"3352","Female","A","19","2010","100","19","2000","32","201000008","260.00","81.25","7.50","24.0000","S","A","92206.86","3841.95","354.6418","47.2856","01191021","400002",,"2014-03-13T00:00:00.000","9999-12-31T00:00:00.000","92206.86","Y","92206.86","3841.95","354.6418","47.2856","1",,"1950.00","10.83","ADM SER AN","ADMINISTRATIVE SERVICES ANLYST",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","POLICE","POLICE","A","1.0000",,"2014-03-13T00:00:00.000","9999-12-31T00:00:00.000"
"3381","Male","A","38","1325","100","38","1000","32","132500001","260.00","81.25","7.50","24.0000","S","A","42667.82","1777.83","164.1070","21.8809","10385051","400003",,"2018-05-21T00:00:00.000","9999-12-31T00:00:00.000","42667.82","Y","42667.82","1777.83","164.1070","21.8809","1",,"1950.00","10.83","PAR TRN DR","PARATRANSIT DRIVER",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","TRANSOPERN","TRANSPORTATION OPERATION","A","1.0000",,"2018-05-21T00:00:00.000","9999-12-31T00:00:00.000"
"3382","Male","A","23","2350","100","23","2000","32","235000004","260.00","86.67","8.00","24.0000","S","A","83423.43","3475.98","320.8593","40.1074",,,,"2013-10-23T00:00:00.000","9999-12-31T00:00:00.000","83423.43","Y","83423.43","3475.98","320.8593","40.1074","1",,"2080.00","10.83","PRKS SUPV","PARKS SUPERVISOR",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2013-10-23T00:00:00.000","9999-12-31T00:00:00.000"
"3386","Male","A","26","1079","100","26","1000","32","107900001","260.00","81.25","7.50","24.0000","S","A","51653.76","2152.24","198.6683","26.4891",,,,"2017-07-10T00:00:00.000","9999-12-31T00:00:00.000","51653.76","Y","51653.76","2152.24","198.6683","26.4891","1",,"1950.00","10.83","CBL TV ENG","CABLE TV ENGINEERING SPPT ASST",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","IT","INFORMATION TECHNOLOGY","A","1.0000",,"2017-08-28T00:00:00.000","9999-12-31T00:00:00.000"
"3388","Female","A","17","1333","100","17","1000","32","133300003","260.00","81.25","7.50","24.0000","S","A","76580.04","3190.84","294.5386","39.2718","01174015","400003",,"2013-11-04T00:00:00.000","9999-12-31T00:00:00.000","76580.04","Y","76580.04","3190.84","294.5386","39.2718","1",,"1950.00","10.83","PAYROLL CO","PAYROLL COORDINATOR",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","FINANCE","FINANCE","A","1.0000",,"2013-11-04T00:00:00.000","9999-12-31T00:00:00.000"
"3389","Male","A","19","2101","100","19","2000","32","210100001","260.00","81.25","7.50","24.0000","S","A","104187.53","4341.15","400.7213","53.4295","01191021","400002",,"2013-10-30T00:00:00.000","9999-12-31T00:00:00.000","104187.53","Y","104187.53","4341.15","400.7213","53.4295","1",,"1950.00","10.83","CCTV SPEC","CCTV WIRELESS&SYS SPECIALIST",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","POLICE","POLICE","A","1.0000",,"2013-10-30T00:00:00.000","9999-12-31T00:00:00.000"
"3391","Female","A","25","1351","100","25","1000","32","135100001","260.00","81.25","7.50","24.0000","S","A","68569.54","2857.06","263.7290","35.1639","01253951","400003",,"2014-01-01T00:00:00.000","9999-12-31T00:00:00.000","68569.54","Y","68569.54","2857.06","263.7290","35.1639","1",,"1950.00","10.83","REC PRG CR","RECREATION PROGRAM COORDINATOR",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","COMM SRV","COMMUNITY SERVICES","A","1.0000",,"2014-01-01T00:00:00.000","9999-12-31T00:00:00.000"
"3393","Female","A","25","1841","101","25","1500","01","0","0.00","0.00","0.00","24.0000","S","H","0.00","0.00","0.0000","17.4900",,,,"2017-11-14T00:00:00.000","9999-12-31T00:00:00.000","0.00","Y","0.00","0.00","0.0000","17.4900","11",,"0.00","0.00","OFFCLKCASH","OFFICE CLERK-CASHIER G/III",,,"0.00","0.00",,"LOC 1021PT","SEIU LOCAL 1021 PART-TIME","COMM SRV","COMMUNITY SERVICES","A","0.4000",,"2013-11-14T00:00:00.000","9999-12-31T00:00:00.000"
"3395","Male","A","25","1506","101","25","1500","01","150600004","0.00","0.00","0.00","24.0000","S","H","0.00","0.00","0.0000","20.2498","01257051","400008",,"2019-10-01T00:00:00.000","9999-12-31T00:00:00.000","0.00","Y","0.00","0.00","0.0000","20.2498","7",,"0.00","0.00","AUD AIDE I","AUDITORIUM AIDE GRP 1",,,"0.00","0.00",,"LOC 1021PT","SEIU LOCAL 1021 PART-TIME","COMM SRV","COMMUNITY SERVICES","A","0.8000",,"2019-10-01T00:00:00.000","9999-12-31T00:00:00.000"
"3396","Male","A","23","1309","100","23","1000","32","130900003","260.00","86.67","8.00","24.0000","S","A","62588.46","2607.85","240.7248","30.0906","01234431","400003",,"2013-11-18T00:00:00.000","9999-12-31T00:00:00.000","62588.46","Y","62588.46","2607.85","240.7248","30.0906","1",,"2080.00","10.83","MNT WKR II","MAINTENANCE WORKER II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2013-11-18T00:00:00.000","9999-12-31T00:00:00.000"
"3403","Male","A","21","1351","100","21","1000","32","135100012","260.00","81.25","7.50","24.0000","S","A","68569.54","2857.06","263.7290","35.1639","01211013","400003",,"2015-12-01T00:00:00.000","9999-12-31T00:00:00.000","68569.54","Y","68569.54","2857.06","263.7290","35.1639","1",,"1950.00","10.83","REC PRG CR","RECREATION PROGRAM COORDINATOR",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","ONS","OFFICE OF NEIGHBORHOOD SAFETY","A","1.0000",,"2015-12-01T00:00:00.000","9999-12-31T00:00:00.000"
"3412","Female","A","25","1015","100","25","1000","32","101500009","260.00","81.25","7.50","24.0000","S","A","70471.59","2936.32","271.0446","36.1393","01251051","400003",,"2017-12-16T00:00:00.000","9999-12-31T00:00:00.000","70471.59","Y","70471.59","2936.32","271.0446","36.1393","1",,"1950.00","10.83","ADMIN AIDE","ADMINISTRATIVE AIDE",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","COMM SRV","COMMUNITY SERVICES","A","1.0000",,"2013-12-16T00:00:00.000","9999-12-31T00:00:00.000"
"3429","Female","A","19","1347","100","19","1000","32","134700002","260.00","81.25","7.50","24.0000","S","A","62325.23","2596.88","239.7124","31.9617","01191021","400003",,"2014-01-31T00:00:00.000","9999-12-31T00:00:00.000","62325.23","Y","62325.23","2596.88","239.7124","31.9617","1",,"1950.00","10.83","POL RCD SP","POLICE RECORDS SPECIALIST",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","POLICE","POLICE","A","1.0000",,"2014-01-31T00:00:00.000","9999-12-31T00:00:00.000"
"3431","Female","A","36","2032","100","36","2000","32","203200002","260.00","81.25","7.50","24.0000","S","A","83720.46","3488.35","322.0018","42.9336",,,,"2019-07-01T00:00:00.000","9999-12-31T00:00:00.000","83720.46","Y","83720.46","3488.35","322.0018","42.9336","1",,"1950.00","10.83","ASSOC ANAL","ASSOCIATE ADMIN ANALYST",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","ECO PROGRM","ECONOMIC DEVELOPMENT PROGRM","A","1.0000",,"2019-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"3432","Male","A","19","5000","100","19","5000","32","500000009","260.00","86.67","8.00","24.0000","S","A","116010.62","4833.78","446.1947","55.7743","01191021","400004",,"2014-01-31T00:00:00.000","9999-12-31T00:00:00.000","116010.62","Y","116010.62","4833.78","446.1947","55.7743","1",,"2080.00","10.83","POL OFFICE","POLICE OFFICER",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2014-01-31T00:00:00.000","9999-12-31T00:00:00.000"
"3438","Male","A","23","1880","101","23","1500","01","0","0.00","0.00","0.00","24.0000","S","H","0.00","0.00","0.0000","18.7869","01233631","400006",,"2014-03-17T00:00:00.000","9999-12-31T00:00:00.000","0.00","Y","0.00","0.00","0.0000","18.7869","9",,"0.00","0.00","MNTAIDEII","MAINTENANCE AIDE II/III",,,"0.00","0.00",,"LOC 1021PT","SEIU LOCAL 1021 PART-TIME","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2014-03-17T00:00:00.000","9999-12-31T00:00:00.000"
