"a_employee_number","e_gender","a_activity_status","a_location_primary","a_job_class_code","a_pay_type","a_location","a_bargain_unit","jb_job_calc_code","a_position_code","s_days_per_year","s_period_hours","s_hours_per_day","s_pay_periods","s_frequency","s_pay_scale","a_salary_annual","s_period_salary","s_daily_rate","s_hourly_rate","a_org","a_object","s_d_proj","s_start_date","s_end_date","s_reference_salary","a_base_pay","s_salary_job_pay","s_line_pay_amount","s_daily_rate_jb","s_hourly_rate_jp","s_status","s_emp_pay_type","s_hours_per_year","s_days_per_period","a_job_class_descsh","a_job_class_desc","jb_status","jb_pay_basis","jb_hrs_per_day","jb_hrs_per_yr","jb_employee_type","a_bargain_desc_sh","a_bargain_desc","a_location_desc_sh","a_location_desc","s_inactive","s_fulltime_percent","ch_calendar_code","s_work_start_date","s_work_end_date"
"73","Female","A","17","1200","100","17","1000","32","120000012","260.00","81.25","7.50","24.0000","S","A","77326.21","3221.93","297.4085","39.6545","01171115","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","77326.21","Y","77326.21","3221.93","297.4085","39.6545","1",,"1950.00","10.83","EXE SEC II","EXECUTIVE SECRETARY II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","FINANCE","FINANCE","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"81","Male","A","17","2000","100","17","2000","32","200000001","260.00","81.25","7.50","24.0000","S","A","118411.80","4933.83","455.4300","60.7240","01177015","400002",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","118411.80","Y","118411.80","4933.83","455.4300","60.7240","1",,"1950.00","10.83","ACC MNGR","ACCOUNTING MANAGER",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","FINANCE","FINANCE","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"96","Female","A","17","1005","100","17","1000","32","100500005","260.00","81.25","7.50","24.0000","S","A","89797.84","3741.58","345.3763","46.0502","01176015","400003",,"2008-09-26T00:00:00.000","9999-12-31T00:00:00.000","89797.84","Y","89797.84","3741.58","345.3763","46.0502","1",,"1950.00","10.83","ACCNT II","ACCOUNTANT II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","FINANCE","FINANCE","A","1.0000",,"2008-09-26T00:00:00.000","9999-12-31T00:00:00.000"
"97","Female","A","17","4010","100","17","4000","32","401000002","260.00","81.25","7.50","24.0000","S","A","189000.00","7875.00","726.9231","96.9231","01171115","400001",,"2015-03-16T00:00:00.000","9999-12-31T00:00:00.000","189000.00","Y","189000.00","7875.00","726.9231","96.9231","1",,"1950.00","10.83","BD&FN AG D","BUD&FINANCIAL SERV AGENCY DIR",,"S","7.50","1950.00",,"EXE MNGMNT","EXECUTIVE MANAGEMENT","FINANCE","FINANCE","A","1.0000",,"2015-03-16T00:00:00.000","9999-12-31T00:00:00.000"
"113","Female","A","24","1317","100","24","1000","32","131700014","260.00","54.16","5.00","24.0000","S","A","38578.58","1607.44","148.3792","29.6758","01241055","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","38578.58","Y","38578.58","1607.44","148.3792","29.6758","1",,"1299.87","10.83","OFF AST II","OFFICE ASSISTANT II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","LIBRARY","LIBRARY","A","0.6666",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"130","Female","A","33","2466","100","33","2000","32","246600002","260.00","81.25","7.50","24.0000","S","A","103878.84","4328.29","399.5340","53.2712","12031063","400002",,"2008-10-15T00:00:00.000","9999-12-31T00:00:00.000","103878.84","Y","103878.84","4328.29","399.5340","53.2712","1",,"1950.00","10.83","SEN ADM AN","SENIOR ADMINISTRATIVE ANALYST",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","HS DEP COR","HOUSING DEPARTMENT COR","A","1.0000",,"2008-10-15T00:00:00.000","9999-12-31T00:00:00.000"
"155","Male","A","27","1165","100","27","1000","32","116500004","260.00","81.25","7.50","24.0000","S","A","72570.00","3023.75","279.1154","37.2154","12579541","400003",,"2008-10-13T00:00:00.000","9999-12-31T00:00:00.000","72570.00","Y","72570.00","3023.75","279.1154","37.2154","1",,"1950.00","10.83","EMP PG SP","EMPLOYMENT PGM SPECIALIST II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","EMPL & TRN","EMPLOYMENT AND TRAINING","A","1.0000",,"2008-10-13T00:00:00.000","9999-12-31T00:00:00.000"
"161","Male","A","27","1165","100","27","1000","32","116500001","260.00","81.25","7.50","24.0000","S","A","72570.00","3023.75","279.1154","37.2154","12579541","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","72570.00","Y","72570.00","3023.75","279.1154","37.2154","1",,"1950.00","10.83","EMP PG SP","EMPLOYMENT PGM SPECIALIST II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","EMPL & TRN","EMPLOYMENT AND TRAINING","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"163","Female","A","27","2255","100","27","2000","32","225500003","260.00","81.25","7.50","24.0000","S","A","120985.30","5041.05","465.3281","62.0437","12579541","400002",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","120985.30","Y","120985.30","5041.05","465.3281","62.0437","1",,"1950.00","10.83","FIN MANAGE","FINANCE MANAGER",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","EMPL & TRN","EMPLOYMENT AND TRAINING","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"177","Female","A","27","2400","100","27","2000","32","240000002","260.00","81.25","7.50","24.0000","S","A","117971.57","4915.48","453.7368","60.4982","12579541","400002",,"2008-10-01T00:00:00.000","9999-12-31T00:00:00.000","117971.57","Y","117971.57","4915.48","453.7368","60.4982","5",,"1950.00","10.83","PRO COORD","PROJECT COORDINATOR",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","EMPL & TRN","EMPLOYMENT AND TRAINING","A","1.0000",,"2008-10-01T00:00:00.000","9999-12-31T00:00:00.000"
"180","Female","A","24","1205","100","24","1000","32","120500001","260.00","81.25","7.50","24.0000","S","A","65056.25","2710.68","250.2163","33.3622","01243055","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","65056.25","Y","65056.25","2710.68","250.2163","33.3622","1",,"1950.00","10.83","FM LIT SPE","FAMILY LITERACY SPECIALIST",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","LIBRARY","LIBRARY","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"184","Female","A","15","1200","100","15","1000","32","120000001","260.00","81.25","7.50","24.0000","S","A","77326.21","3221.93","297.4085","39.6545","01151014","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","77326.21","Y","77326.21","3221.93","297.4085","39.6545","1",,"1950.00","10.83","EXE SEC II","EXECUTIVE SECRETARY II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","CITY ATTY","CITY ATTORNEY","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"188","Female","A","16","2466","100","16","2000","32","246600005","260.00","81.25","7.50","24.0000","S","A","103878.84","4328.29","399.5340","53.2712","15061219","400002",,"2008-08-11T00:00:00.000","9999-12-31T00:00:00.000","103878.84","Y","103878.84","4328.29","399.5340","53.2712","1",,"1950.00","10.83","SEN ADM AN","SENIOR ADMINISTRATIVE ANALYST",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","PLAN/BLDG","PLANNING & BUILDING REGULATION","A","1.0000",,"2008-08-11T00:00:00.000","9999-12-31T00:00:00.000"
"206","Female","A","23","1015","100","23","1000","32","101500004","260.00","81.25","7.50","24.0000","S","A","70471.59","2936.32","271.0446","36.1393","01233631","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","70471.59","Y","70471.59","2936.32","271.0446","36.1393","1",,"1950.00","10.83","ADMIN AIDE","ADMINISTRATIVE AIDE",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"209","Female","A","22","2400","100","22","2000","32","240000001","260.00","81.25","7.50","24.0000","S","A","117971.57","4915.48","453.7368","60.4982","40322631","400002",,"2016-07-01T00:00:00.000","9999-12-31T00:00:00.000","117971.57","Y","117971.57","4915.48","453.7368","60.4982","1",,"1950.00","10.83","PRO COORD","PROJECT COORDINATOR",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","WTR RES","WATER RESOURCE RECOVERY","A","1.0000",,"2016-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"224","Female","A","16","1100","100","16","1000","32","110000004","260.00","81.25","7.50","24.0000","S","A","80163.38","3340.14","308.3207","41.1094","01163019","400003",,"2018-11-26T00:00:00.000","9999-12-31T00:00:00.000","80163.38","Y","80163.38","3340.14","308.3207","41.1094","1",,"1950.00","10.83","CDE OFF II","CODE ENFORCEMENT OFFICER II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PLAN/BLDG","PLANNING & BUILDING REGULATION","A","1.0000",,"2018-11-26T00:00:00.000","9999-12-31T00:00:00.000"
"226","Female","A","16","1359","100","16","1000","32","135900004","260.00","81.25","7.50","24.0000","S","A","102926.48","4288.60","395.8711","52.7828","15063619","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","102926.48","Y","102926.48","4288.60","395.8711","52.7828","1",,"1950.00","10.83","SR BLD INS","SENIOR BUILDING INSPECTOR",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PLAN/BLDG","PLANNING & BUILDING REGULATION","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"227","Male","A","16","2065","100","16","2000","32","206500001","260.00","81.25","7.50","24.0000","S","A","142978.87","5957.45","549.9187","73.3225","15063619","400002",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","142978.87","Y","142978.87","5957.45","549.9187","73.3225","4",,"1950.00","10.83","BLDG OFFCL","BUILDING OFFICIAL",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","PLAN/BLDG","PLANNING & BUILDING REGULATION","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"230","Male","A","23","1300","100","23","1000","32","130000009","260.00","86.67","8.00","24.0000","S","A","71457.64","2977.40","274.8371","34.3546","01237031","400003",,"1999-09-07T00:00:00.000","9999-12-31T00:00:00.000","71457.64","Y","71457.64","2977.40","274.8371","34.3546","1",,"2080.00","10.83","MNT LD WKR","MAINTENANCE LEAD WORKER",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"1999-09-07T00:00:00.000","9999-12-31T00:00:00.000"
"240","Female","A","16","2114","100","16","2000","32","211400002","260.00","81.25","7.50","24.0000","S","A","112387.52","4682.81","432.2597","57.6346","01163019","400002",,"2008-10-23T00:00:00.000","9999-12-31T00:00:00.000","112387.52","Y","112387.52","4682.81","432.2597","57.6346","1",,"1950.00","10.83","CD ENF SUP","CODE ENFORCEMENT SUPERINTENDEN",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","PLAN/BLDG","PLANNING & BUILDING REGULATION","A","1.0000",,"2008-10-23T00:00:00.000","9999-12-31T00:00:00.000"
"241","Female","A","16","1339","100","16","1000","32","133900001","260.00","81.25","7.50","24.0000","S","A","70471.59","2936.32","271.0446","36.1393","15063619","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","70471.59","Y","70471.59","2936.32","271.0446","36.1393","1",,"1950.00","10.83","PERM TE II","PERMIT TECHNICIAN II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PLAN/BLDG","PLANNING & BUILDING REGULATION","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"249","Male","A","16","1359","100","16","1000","32","135900001","260.00","81.25","7.50","24.0000","S","A","102926.48","4288.60","395.8711","52.7828","15063619","400003",,"2008-08-18T00:00:00.000","9999-12-31T00:00:00.000","102926.48","Y","102926.48","4288.60","395.8711","52.7828","1",,"1950.00","10.83","SR BLD INS","SENIOR BUILDING INSPECTOR",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PLAN/BLDG","PLANNING & BUILDING REGULATION","A","1.0000",,"2008-08-18T00:00:00.000","9999-12-31T00:00:00.000"
"264","Male","A","23","1377","100","23","1000","32","137700008","260.00","86.67","8.00","24.0000","S","A","62588.46","2607.85","240.7248","30.0906","01232431","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","62588.46","Y","62588.46","2607.85","240.7248","30.0906","1",,"2080.00","10.83","UTL WKR II","UTILITY WORKER II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"269","Male","A","23","1321","100","23","1000","32","132100002","260.00","86.67","8.00","24.0000","S","A","77004.60","3208.53","296.1715","37.0214","01232331","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","77004.60","Y","77004.60","3208.53","296.1715","37.0214","1",,"2080.00","10.83","PAINTER","PAINTER",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"274","Male","A","23","1377","100","23","1000","32","137700003","260.00","86.67","8.00","24.0000","S","A","62588.46","2607.85","240.7248","30.0906","01232431","400003",,"2017-01-09T00:00:00.000","9999-12-31T00:00:00.000","62588.46","Y","62588.46","2607.85","240.7248","30.0906","1",,"2080.00","10.83","UTL WKR II","UTILITY WORKER II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2017-01-09T00:00:00.000","9999-12-31T00:00:00.000"
"277","Male","A","23","1137","100","23","1000","32","113700002","260.00","81.25","7.50","24.0000","S","A","75808.38","3158.68","291.5707","38.8761","15531031","400003",,"2014-01-01T00:00:00.000","9999-12-31T00:00:00.000","75808.38","Y","75808.38","3158.68","291.5707","38.8761","1",,"1950.00","10.83","CNS INSP I","CONSTRUCTION INSPECTOR I",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2014-01-01T00:00:00.000","9999-12-31T00:00:00.000"
"282","Male","A","23","1155","100","23","1000","32","115500005","260.00","86.67","8.00","24.0000","S","A","80871.34","3369.64","311.0436","38.8805","01232531","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","80871.34","Y","80871.34","3369.64","311.0436","38.8805","1",,"2080.00","10.83","ELECTRICIA","ELECTRICIAN",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"285","Male","A","23","1321","100","23","1000","32","132100001","260.00","86.67","8.00","24.0000","S","A","77004.60","3208.53","296.1715","37.0214","01232331","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","77004.60","Y","77004.60","3208.53","296.1715","37.0214","1",,"2080.00","10.83","PAINTER","PAINTER",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"290","Male","A","23","1377","100","23","1000","32","137700006","260.00","86.67","8.00","24.0000","S","A","62588.46","2607.85","240.7248","30.0906","01232431","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","62588.46","Y","62588.46","2607.85","240.7248","30.0906","1",,"2080.00","10.83","UTL WKR II","UTILITY WORKER II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"293","Male","A","23","2177","100","23","2000","32","217700001","260.00","86.67","8.00","24.0000","S","A","85496.24","3562.34","328.8317","41.1040","01232431","400002",,"2010-08-31T00:00:00.000","9999-12-31T00:00:00.000","85496.24","Y","85496.24","3562.34","328.8317","41.1040","1",,"2080.00","10.83","CUST MAINT","CUSTODIAL MAINTENANCE SUPERVIS",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2010-08-31T00:00:00.000","9999-12-31T00:00:00.000"
"295","Male","A","23","1377","100","23","1000","32","137700005","260.00","86.67","8.00","24.0000","S","A","62588.46","2607.85","240.7248","30.0906","01232431","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","62588.46","Y","62588.46","2607.85","240.7248","30.0906","1",,"2080.00","10.83","UTL WKR II","UTILITY WORKER II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"306","Male","A","23","1331","100","23","1000","32","133100006","260.00","86.67","8.00","24.0000","S","A","67228.97","2801.21","258.5730","32.3216",,,,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","67228.97","Y","67228.97","2801.21","258.5730","32.3216","1",,"2080.00","10.83","PRKS CM WK","PARKS CONSTRUCTION & MAINT WKR",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"308","Male","A","23","1300","100","23","1000","32","130000002","260.00","86.67","8.00","24.0000","S","A","71457.64","2977.40","274.8371","34.3546","01233631","400003",,"2008-07-02T00:00:00.000","9999-12-31T00:00:00.000","71457.64","Y","71457.64","2977.40","274.8371","34.3546","1",,"2080.00","10.83","MNT LD WKR","MAINTENANCE LEAD WORKER",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-02T00:00:00.000","9999-12-31T00:00:00.000"
"312","Male","A","20","3005","100","20","3000","32","300500022","242.67","121.33","12.00","24.0000","S","A","150005.49","6250.23","618.1460","51.5122","01202022","400005",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","150005.49","Y","150005.49","6250.23","618.1460","51.5122","1",,"2912.00","10.11","FIRE CAPT","FIRE CAPTAIN",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"315","Male","A","23","2345","100","23","2000","32","234500001","260.00","86.67","8.00","24.0000","S","A","112387.52","4682.81","432.2597","54.0325","01233631","400002",,"2008-07-02T00:00:00.000","9999-12-31T00:00:00.000","112387.52","Y","112387.52","4682.81","432.2597","54.0325","1",,"2080.00","10.83","PRKS LN SU","PARKS&LANDSCAPE SUPERINTENDENT",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-02T00:00:00.000","9999-12-31T00:00:00.000"
"323","Male","A","23","1331","100","23","1000","32","133100005","260.00","86.67","8.00","24.0000","S","A","67228.97","2801.21","258.5730","32.3216","01233631","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","67228.97","Y","67228.97","2801.21","258.5730","32.3216","1",,"2080.00","10.83","PRKS CM WK","PARKS CONSTRUCTION & MAINT WKR",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"329","Male","A","23","1190","100","23","1000","32","119000002","260.00","86.67","8.00","24.0000","S","A","77004.60","3208.53","296.1715","37.0214","01233631","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","77004.60","Y","77004.60","3208.53","296.1715","37.0214","1",,"2080.00","10.83","EQP PART S","EQUIPMENT PARTS SPECIALIST",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"330","Male","A","23","1331","100","23","1000","32","133100003","260.00","86.67","8.00","24.0000","S","A","67228.97","2801.21","258.5730","32.3216",,,,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","67228.97","Y","67228.97","2801.21","258.5730","32.3216","1",,"2080.00","10.83","PRKS CM WK","PARKS CONSTRUCTION & MAINT WKR",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"338","Male","A","23","1300","100","23","1000","32","130000007","260.00","86.67","8.00","24.0000","S","A","71457.64","2977.40","274.8371","34.3546","01234331","400003",,"2008-08-07T00:00:00.000","9999-12-31T00:00:00.000","71457.64","Y","71457.64","2977.40","274.8371","34.3546","1",,"2080.00","10.83","MNT LD WKR","MAINTENANCE LEAD WORKER",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-08-07T00:00:00.000","9999-12-31T00:00:00.000"
