"id","a_o_del_hecho","sexo_de_la_victima","grupo_de_edad_de_la_victima","mes_del_hecho","dia_del_hecho","departamento_del_hecho_dane","municipio_del_hecho_dane","lesion_fatal_de_causa_externa","estado"
"1","2017","Hombre","(40 a 44)","febrero","martes","Meta","San Carlos de Guaroa","Violenta - Muertes accidentales","Datos definitivos"
"2","2017","Hombre","(50 a 54)","febrero","martes","Meta","Granada","Violenta - Muertes accidentales","Datos definitivos"
"3","2017","Hombre","(80 y más)","abril","sábado","Meta","El Castillo","Violenta - Muertes accidentales","Datos definitivos"
"4","2017","Hombre","(25 a 29)","febrero","domingo","Cesar","Aguachica","Violenta - Muertes accidentales","Datos definitivos"
"5","2017","Hombre","(15 a 17)","marzo","martes","Cesar","Gamarra","Violenta - Muertes accidentales","Datos definitivos"
"6","2017","Hombre","(00 a 04)","marzo","miércoles","Cesar","Aguachica","Violenta - Muertes accidentales","Datos definitivos"
"7","2017","Hombre","(20 a 24)","marzo","viernes","Bolívar","Morales","Violenta - Muertes accidentales","Datos definitivos"
"8","2017","Mujer","(80 y más)","abril","domingo","Cesar","Aguachica","Violenta - Muertes accidentales","Datos definitivos"
"9","2017","Hombre","(30 a 34)","abril","jueves","Norte de Santander","La Esperanza","Violenta - Muertes accidentales","Datos definitivos"
"10","2017","Mujer","(25 a 29)","febrero","lunes","Antioquia","Amagá","Violenta - Muertes accidentales","Datos definitivos"
"11","2017","Hombre","(45 a 49)","marzo","miércoles","Antioquia","Amalfi","Violenta - Muertes accidentales","Datos definitivos"
"12","2017","Hombre","(50 a 54)","marzo","domingo","Antioquia","Amalfi","Violenta - Muertes accidentales","Datos definitivos"
"13","2017","Hombre","(70 a 74)","enero","domingo","Antioquia","Andes","Violenta - Muertes accidentales","Datos definitivos"
"14","2017","Hombre","(80 y más)","enero","jueves","Caldas","Anserma","Violenta - Muertes accidentales","Datos definitivos"
"15","2017","Hombre","(25 a 29)","febrero","sábado","Caldas","Risaralda","Violenta - Muertes accidentales","Datos definitivos"
"16","2017","Hombre","(20 a 24)","marzo","domingo","Caldas","Anserma","Violenta - Muertes accidentales","Datos definitivos"
"17","2017","Hombre","(30 a 34)","febrero","jueves","Antioquia","Anzá","Violenta - Muertes accidentales","Datos definitivos"
"18","2017","Hombre","(70 a 74)","enero","martes","Antioquia","Apartadó","Violenta - Muertes accidentales","Datos definitivos"
"19","2017","Hombre","(55 a 59)","febrero","martes","Antioquia","Apartadó","Violenta - Muertes accidentales","Datos definitivos"
"20","2017","Mujer","(00 a 04)","febrero","lunes","Antioquia","Apartadó","Violenta - Muertes accidentales","Datos definitivos"
"21","2017","Hombre","(10 a 14)","abril","miércoles","Arauca","Arauquita","Violenta - Muertes accidentales","Datos definitivos"
"22","2017","Hombre","(25 a 29)","enero","miércoles","Antioquia","Arboletes","Violenta - Muertes accidentales","Datos definitivos"
"23","2017","Hombre","(40 a 44)","enero","lunes","Quindío","Montenegro","Violenta - Muertes accidentales","Datos definitivos"
"24","2017","Mujer","(80 y más)","enero","viernes","Quindío","Armenia","Violenta - Muertes accidentales","Datos definitivos"
"25","2017","Hombre","(75 a 79)","enero","miércoles","Quindío","Armenia","Violenta - Muertes accidentales","Datos definitivos"
"26","2017","Hombre","(70 a 74)","febrero","jueves","Quindío","Génova","Violenta - Muertes accidentales","Datos definitivos"
"27","2017","Mujer","(70 a 74)","febrero","domingo","Quindío","Calarcá","Violenta - Muertes accidentales","Datos definitivos"
"28","2017","Mujer","(75 a 79)","marzo","sábado","Quindío","Armenia","Violenta - Muertes accidentales","Datos definitivos"
"29","2017","Hombre","(50 a 54)","marzo","martes","Quindío","Génova","Violenta - Muertes accidentales","Datos definitivos"
"30","2017","Hombre","(40 a 44)","abril","domingo","Quindío","Armenia","Violenta - Muertes accidentales","Datos definitivos"
"31","2017","Hombre","(70 a 74)","abril","viernes","Quindío","Armenia","Violenta - Muertes accidentales","Datos definitivos"
"32","2017","Hombre","(20 a 24)","abril","viernes","Quindío","Armenia","Violenta - Muertes accidentales","Datos definitivos"
"33","2017","Hombre","(80 y más)","marzo","martes","Quindío","Armenia","Violenta - Muertes accidentales","Datos definitivos"
"34","2017","Hombre","(80 y más)","abril","miércoles","Quindío","Armenia","Violenta - Muertes accidentales","Datos definitivos"
"35","2017","Mujer","(35 a 39)","abril","domingo","Boyacá","Moniquirá","Violenta - Muertes accidentales","Datos definitivos"
"36","2017","Hombre","(80 y más)","enero","viernes","Santander","Barrancabermeja","Violenta - Muertes accidentales","Datos definitivos"
"37","2017","Hombre","(35 a 39)","enero","domingo","Santander","Sabana de Torres","Violenta - Muertes accidentales","Datos definitivos"
"38","2017","Hombre","(30 a 34)","enero","domingo","Santander","Sabana de Torres","Violenta - Muertes accidentales","Datos definitivos"
"39","2017","Hombre","(45 a 49)","marzo","lunes","Santander","Barrancabermeja","Violenta - Muertes accidentales","Datos definitivos"
"40","2017","Hombre","(35 a 39)","marzo","lunes","Santander","Barrancabermeja","Violenta - Muertes accidentales","Datos definitivos"
"41","2017","Hombre","(00 a 04)","abril","viernes","Santander","Barrancabermeja","Violenta - Muertes accidentales","Datos definitivos"
"42","2017","Hombre","(00 a 04)","abril","domingo","Santander","Barrancabermeja","Violenta - Muertes accidentales","Datos definitivos"
"43","2017","Hombre","(60 a 64)","abril","miércoles","Santander","Barrancabermeja","Violenta - Muertes accidentales","Datos definitivos"
"44","2017","Hombre","(40 a 44)","enero","jueves","Santander","El Carmen de Chucurí","Violenta - Muertes accidentales","Datos definitivos"
"45","2017","Hombre","(20 a 24)","enero","lunes","Atlántico","Barranquilla","Violenta - Muertes accidentales","Datos definitivos"
"46","2017","Hombre","(40 a 44)","enero","martes","Atlántico","Galapa","Violenta - Muertes accidentales","Datos definitivos"
"47","2017","Hombre","(10 a 14)","enero","miércoles","Atlántico","Ponedera","Violenta - Muertes accidentales","Datos definitivos"
"48","2017","Hombre","(18 a 19)","enero","jueves","Bolívar","Mompós","Violenta - Muertes accidentales","Datos definitivos"
"49","2017","Mujer","(35 a 39)","enero","jueves","Atlántico","Barranquilla","Violenta - Muertes accidentales","Datos definitivos"
"50","2017","Hombre","(60 a 64)","enero","viernes","Atlántico","Barranquilla","Violenta - Muertes accidentales","Datos definitivos"
"51","2017","Mujer","(80 y más)","enero","viernes","Atlántico","Barranquilla","Violenta - Muertes accidentales","Datos definitivos"
"52","2017","Hombre","(00 a 04)","enero","sábado","Atlántico","Soledad","Violenta - Muertes accidentales","Datos definitivos"
"53","2017","Hombre","(50 a 54)","enero","martes","Atlántico","Barranquilla","Violenta - Muertes accidentales","Datos definitivos"
"54","2017","Mujer","(00 a 04)","enero","domingo","Atlántico","Campo de la Cruz","Violenta - Muertes accidentales","Datos definitivos"
"55","2017","Hombre","(00 a 04)","enero","jueves","Magdalena","Ariguaní","Violenta - Muertes accidentales","Datos definitivos"
"56","2017","Hombre","(05 a 09)","enero","martes","Atlántico","Repelón","Violenta - Muertes accidentales","Datos definitivos"
"57","2017","Hombre","(45 a 49)","enero","martes","Atlántico","Baranoa","Violenta - Muertes accidentales","Datos definitivos"
"58","2017","Hombre","(05 a 09)","enero","domingo","Atlántico","Barranquilla","Violenta - Muertes accidentales","Datos definitivos"
"59","2017","Hombre","(45 a 49)","enero","domingo","Atlántico","Puerto Colombia","Violenta - Muertes accidentales","Datos definitivos"
"60","2017","Hombre","(55 a 59)","febrero","miércoles","Atlántico","Manatí","Violenta - Muertes accidentales","Datos definitivos"
"61","2017","Mujer","(15 a 17)","febrero","jueves","Atlántico","Baranoa","Violenta - Muertes accidentales","Datos definitivos"
"62","2017","Hombre","(35 a 39)","enero","sábado","Bolívar","Magangué","Violenta - Muertes accidentales","Datos definitivos"
"63","2017","Hombre","(50 a 54)","febrero","jueves","Atlántico","Barranquilla","Violenta - Muertes accidentales","Datos definitivos"
"64","2017","Hombre","(25 a 29)","febrero","jueves","Atlántico","Soledad","Violenta - Muertes accidentales","Datos definitivos"
"65","2017","Hombre","(05 a 09)","febrero","domingo","Bolívar","El Peñón","Violenta - Muertes accidentales","Datos definitivos"
"66","2017","Mujer","(05 a 09)","febrero","domingo","Bolívar","El Peñón","Violenta - Muertes accidentales","Datos definitivos"
"67","2017","Hombre","(05 a 09)","febrero","domingo","Bolívar","El Peñón","Violenta - Muertes accidentales","Datos definitivos"
"68","2017","Mujer","(20 a 24)","febrero","viernes","Atlántico","Barranquilla","Violenta - Muertes accidentales","Datos definitivos"
"69","2017","Hombre","(25 a 29)","febrero","sábado","Bolívar","Magangué","Violenta - Muertes accidentales","Datos definitivos"
"70","2017","Mujer","(00 a 04)","febrero","miércoles","Atlántico","Polonuevo","Violenta - Muertes accidentales","Datos definitivos"
"71","2017","Hombre","(30 a 34)","febrero","jueves","Atlántico","Baranoa","Violenta - Muertes accidentales","Datos definitivos"
"72","2017","Hombre","(05 a 09)","febrero","domingo","Atlántico","Puerto Colombia","Violenta - Muertes accidentales","Datos definitivos"
"73","2017","Mujer","(10 a 14)","marzo","domingo","Atlántico","Barranquilla","Violenta - Muertes accidentales","Datos definitivos"
"74","2017","Hombre","(65 a 69)","marzo","domingo","Atlántico","Barranquilla","Violenta - Muertes accidentales","Datos definitivos"
"75","2017","Mujer","(05 a 09)","marzo","domingo","Magdalena","Ciénaga","Violenta - Muertes accidentales","Datos definitivos"
"76","2017","Hombre","(05 a 09)","marzo","domingo","Magdalena","Sitionuevo","Violenta - Muertes accidentales","Datos definitivos"
"77","2017","Hombre","(18 a 19)","marzo","miércoles","Atlántico","Barranquilla","Violenta - Muertes accidentales","Datos definitivos"
"78","2017","Hombre","(15 a 17)","marzo","domingo","Atlántico","Galapa","Violenta - Muertes accidentales","Datos definitivos"
"79","2017","Mujer","(00 a 04)","abril","martes","La Guajira","Riohacha","Violenta - Muertes accidentales","Datos definitivos"
"80","2017","Hombre","(35 a 39)","abril","viernes","Atlántico","Barranquilla","Violenta - Muertes accidentales","Datos definitivos"
"81","2017","Hombre","(25 a 29)","abril","viernes","Atlántico","Puerto Colombia","Violenta - Muertes accidentales","Datos definitivos"
"82","2017","Hombre","(40 a 44)","abril","lunes","Atlántico","Barranquilla","Violenta - Muertes accidentales","Datos definitivos"
"83","2017","Hombre","(00 a 04)","abril","domingo","Atlántico","Barranquilla","Violenta - Muertes accidentales","Datos definitivos"
"84","2017","Hombre","(40 a 44)","abril","martes","Atlántico","Barranquilla","Violenta - Muertes accidentales","Datos definitivos"
"85","2017","Mujer","(00 a 04)","abril","martes","Risaralda","Belén de Umbría","Violenta - Muertes accidentales","Datos definitivos"
"86","2017","Hombre","(40 a 44)","abril","jueves","Antioquia","Betania","Violenta - Muertes accidentales","Datos definitivos"
"87","2017","Hombre","(25 a 29)","abril","lunes","Antioquia","Briceño","Violenta - Muertes accidentales","Datos definitivos"
"88","2017","Hombre","(50 a 54)","enero","domingo","Santander","Málaga","Violenta - Muertes accidentales","Datos definitivos"
"89","2017","Hombre","(45 a 49)","enero","domingo","Santander","Landázuri","Violenta - Muertes accidentales","Datos definitivos"
"90","2017","Hombre","(45 a 49)","enero","martes","Santander","Rionegro","Violenta - Muertes accidentales","Datos definitivos"
"91","2017","Mujer","(00 a 04)","enero","miércoles","Santander","Bucaramanga","Violenta - Muertes accidentales","Datos definitivos"
"92","2017","Hombre","(80 y más)","enero","jueves","Santander","Bucaramanga","Violenta - Muertes accidentales","Datos definitivos"
"93","2017","Hombre","(00 a 04)","febrero","lunes","Santander","Bucaramanga","Violenta - Muertes accidentales","Datos definitivos"
"94","2017","Hombre","(40 a 44)","febrero","viernes","Norte de Santander","Ocaña","Violenta - Muertes accidentales","Datos definitivos"
"95","2017","Hombre","(55 a 59)","febrero","miércoles","Santander","Sabana de Torres","Violenta - Muertes accidentales","Datos definitivos"
"96","2017","Hombre","(75 a 79)","febrero","martes","Santander","Piedecuesta","Violenta - Muertes accidentales","Datos definitivos"
"97","2017","Mujer","(30 a 34)","febrero","domingo","Santander","Páramo","Violenta - Muertes accidentales","Datos definitivos"
"98","2017","Hombre","(25 a 29)","febrero","lunes","Santander","Bucaramanga","Violenta - Muertes accidentales","Datos definitivos"
"99","2017","Hombre","(30 a 34)","marzo","martes","Santander","Bucaramanga","Violenta - Muertes accidentales","Datos definitivos"
"100","2017","Hombre","(55 a 59)","marzo","jueves","Santander","Bucaramanga","Violenta - Muertes accidentales","Datos definitivos"
"101","2017","Hombre","(65 a 69)","marzo","martes","Santander","Girón","Violenta - Muertes accidentales","Datos definitivos"
"102","2017","Hombre","(40 a 44)","marzo","jueves","Santander","Bucaramanga","Violenta - Muertes accidentales","Datos definitivos"
"103","2017","Hombre","(35 a 39)","marzo","jueves","Santander","Bucaramanga","Violenta - Muertes accidentales","Datos definitivos"
"104","2017","Hombre","(30 a 34)","marzo","jueves","Santander","Bucaramanga","Violenta - Muertes accidentales","Datos definitivos"
"105","2017","Hombre","(70 a 74)","marzo","lunes","Santander","Lebrija","Violenta - Muertes accidentales","Datos definitivos"
"106","2017","Hombre","(65 a 69)","abril","domingo","Santander","Floridablanca","Violenta - Muertes accidentales","Datos definitivos"
"107","2017","Mujer","(80 y más)","abril","sábado","Santander","Floridablanca","Violenta - Muertes accidentales","Datos definitivos"
"108","2017","Hombre","(45 a 49)","abril","martes","Santander","Bucaramanga","Violenta - Muertes accidentales","Datos definitivos"
"109","2017","Hombre","(00 a 04)","abril","lunes","Santander","Piedecuesta","Violenta - Muertes accidentales","Datos definitivos"
"110","2017","Hombre","(25 a 29)","abril","sábado","Santander","Zapatoca","Violenta - Muertes accidentales","Datos definitivos"
"111","2017","Hombre","(30 a 34)","abril","domingo","Santander","Girón","Violenta - Muertes accidentales","Datos definitivos"
"112","2017","Hombre","(10 a 14)","abril","miércoles","Santander","Bucaramanga","Violenta - Muertes accidentales","Datos definitivos"
"113","2017","Hombre","(75 a 79)","abril","miércoles","Santander","Santa Bárbara","Violenta - Muertes accidentales","Datos definitivos"
"114","2017","Hombre","(25 a 29)","abril","sábado","Santander","Vetas","Violenta - Muertes accidentales","Datos definitivos"
"115","2017","Hombre","(45 a 49)","abril","sábado","Santander","Vetas","Violenta - Muertes accidentales","Datos definitivos"
"116","2017","Hombre","(25 a 29)","enero","miércoles","Valle del Cauca","Buenaventura","Violenta - Muertes accidentales","Datos definitivos"
"117","2017","Mujer","(30 a 34)","enero","jueves","Valle del Cauca","Buenaventura","Violenta - Muertes accidentales","Datos definitivos"
"118","2017","Hombre","(80 y más)","marzo","miércoles","Chocó","Bajo Baudó","Violenta - Muertes accidentales","Datos definitivos"
"119","2017","Hombre","(25 a 29)","marzo","jueves","Chocó","El Litoral del San Juan","Violenta - Muertes accidentales","Datos definitivos"
"120","2017","Hombre","(15 a 17)","abril","domingo","Chocó","El Litoral del San Juan","Violenta - Muertes accidentales","Datos definitivos"
"121","2017","Hombre","(00 a 04)","abril","jueves","Valle del Cauca","Buenaventura","Violenta - Muertes accidentales","Datos definitivos"
"122","2017","Hombre","(35 a 39)","enero","domingo","Valle del Cauca","Calima","Violenta - Muertes accidentales","Datos definitivos"
"123","2017","Mujer","(80 y más)","enero","martes","Valle del Cauca","Cartago","Violenta - Muertes accidentales","Datos definitivos"
"124","2017","Mujer","(30 a 34)","enero","miércoles","Valle del Cauca","Trujillo","Violenta - Muertes accidentales","Datos definitivos"
"125","2017","Hombre","(20 a 24)","abril","jueves","Valle del Cauca","Yotoco","Violenta - Muertes accidentales","Datos definitivos"
"126","2017","Hombre","(30 a 34)","enero","miércoles","Antioquia","Buriticá","Violenta - Muertes accidentales","Datos definitivos"
"127","2017","Hombre","(30 a 34)","febrero","sábado","Antioquia","Sabanalarga","Violenta - Muertes accidentales","Datos definitivos"
"128","2017","Hombre","(75 a 79)","enero","domingo","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"129","2017","Hombre","(45 a 49)","enero","lunes","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"130","2017","Hombre","(50 a 54)","enero","viernes","Valle del Cauca","Pradera","Violenta - Muertes accidentales","Datos definitivos"
"131","2017","Hombre","(30 a 34)","enero","jueves","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"132","2017","Mujer","(20 a 24)","enero","viernes","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"133","2017","Hombre","(55 a 59)","enero","martes","Valle del Cauca","Palmira","Violenta - Muertes accidentales","Datos definitivos"
"134","2017","Mujer","(00 a 04)","enero","lunes","Valle del Cauca","Yumbo","Violenta - Muertes accidentales","Datos definitivos"
"135","2017","Hombre","(65 a 69)","febrero","domingo","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"136","2017","Mujer","(55 a 59)","enero","viernes","Risaralda","Pereira","Violenta - Muertes accidentales","Datos definitivos"
"137","2017","Hombre","(75 a 79)","febrero","viernes","Valle del Cauca","Palmira","Violenta - Muertes accidentales","Datos definitivos"
"138","2017","Hombre","(40 a 44)","febrero","sábado","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"139","2017","Hombre","(35 a 39)","febrero","lunes","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"140","2017","Mujer","(80 y más)","febrero","lunes","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"141","2017","Hombre","(30 a 34)","febrero","miércoles","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"142","2017","Mujer","(18 a 19)","febrero","jueves","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"143","2017","Hombre","(18 a 19)","febrero","martes","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"144","2017","Mujer","(65 a 69)","febrero","jueves","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"145","2017","Hombre","(30 a 34)","marzo","jueves","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"146","2017","Mujer","(30 a 34)","marzo","viernes","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"147","2017","Mujer","(70 a 74)","febrero","viernes","Valle del Cauca","Sevilla","Violenta - Muertes accidentales","Datos definitivos"
"148","2017","Hombre","(35 a 39)","marzo","domingo","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"149","2017","Hombre","(65 a 69)","marzo","viernes","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"150","2017","Mujer","(10 a 14)","marzo","domingo","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"151","2017","Hombre","(55 a 59)","marzo","domingo","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"152","2017","Hombre","(70 a 74)","marzo","sábado","Cauca","Puerto Tejada","Violenta - Muertes accidentales","Datos definitivos"
"153","2017","Hombre","(50 a 54)","marzo","sábado","Valle del Cauca","Candelaria","Violenta - Muertes accidentales","Datos definitivos"
"154","2017","Hombre","(75 a 79)","marzo","martes","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"155","2017","Mujer","(80 y más)","marzo","jueves","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"156","2017","Hombre","(18 a 19)","marzo","viernes","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"157","2017","Hombre","(70 a 74)","marzo","martes","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"158","2017","Mujer","(80 y más)","marzo","domingo","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"159","2017","Hombre","(35 a 39)","marzo","lunes","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"160","2017","Hombre","(50 a 54)","febrero","sábado","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"161","2017","Hombre","(40 a 44)","marzo","jueves","Valle del Cauca","Yumbo","Violenta - Muertes accidentales","Datos definitivos"
"162","2017","Mujer","(00 a 04)","marzo","viernes","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"163","2017","Hombre","(30 a 34)","marzo","jueves","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"164","2017","Hombre","(80 y más)","marzo","lunes","Cauca","Santander de Quilichao","Violenta - Muertes accidentales","Datos definitivos"
"165","2017","Hombre","(45 a 49)","marzo","viernes","Valle del Cauca","Dagua","Violenta - Muertes accidentales","Datos definitivos"
"166","2017","Hombre","(25 a 29)","marzo","miércoles","Valle del Cauca","Jamundí","Violenta - Muertes accidentales","Datos definitivos"
"167","2017","Mujer","(35 a 39)","abril","miércoles","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"168","2017","Mujer","(30 a 34)","abril","viernes","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"169","2017","Hombre","(75 a 79)","marzo","sábado","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"170","2017","Mujer","(75 a 79)","marzo","miércoles","Valle del Cauca","Guadalajara de Buga","Violenta - Muertes accidentales","Datos definitivos"
"171","2017","Mujer","(60 a 64)","marzo","miércoles","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"172","2017","Hombre","(75 a 79)","marzo","miércoles","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"173","2017","Hombre","(50 a 54)","abril","jueves","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"174","2017","Hombre","(40 a 44)","abril","sábado","Valle del Cauca","Yumbo","Violenta - Muertes accidentales","Datos definitivos"
"175","2017","Hombre","(45 a 49)","abril","jueves","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"176","2017","Hombre","(40 a 44)","abril","sábado","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"177","2017","Mujer","(80 y más)","abril","domingo","Valle del Cauca","Cali","Violenta - Muertes accidentales","Datos definitivos"
"178","2017","Hombre","(80 y más)","abril","martes","Valle del Cauca","Palmira","Violenta - Muertes accidentales","Datos definitivos"
"179","2017","Hombre","(40 a 44)","abril","sábado","Cundinamarca","Chipaque","Violenta - Muertes accidentales","Datos definitivos"
"180","2017","Hombre","(20 a 24)","enero","viernes","Antioquia","Carepa","Violenta - Muertes accidentales","Datos definitivos"
"181","2017","Hombre","(35 a 39)","enero","jueves","Antioquia","Apartadó","Violenta - Muertes accidentales","Datos definitivos"
"182","2017","Hombre","(25 a 29)","enero","domingo","Bolívar","El Carmen de Bolívar","Violenta - Muertes accidentales","Datos definitivos"
"183","2017","Hombre","(35 a 39)","enero","martes","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"184","2017","Hombre","(15 a 17)","enero","viernes","Bolívar","Arjona","Violenta - Muertes accidentales","Datos definitivos"
"185","2017","Hombre","(30 a 34)","enero","sábado","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"186","2017","Mujer","(30 a 34)","enero","domingo","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"187","2017","Hombre","(55 a 59)","febrero","martes","Bolívar","Turbaco","Violenta - Muertes accidentales","Datos definitivos"
"188","2017","Hombre","(20 a 24)","febrero","lunes","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"189","2017","Hombre","(20 a 24)","febrero","lunes","Bolívar","Mahates","Violenta - Muertes accidentales","Datos definitivos"
"190","2017","Hombre","(50 a 54)","marzo","sábado","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"191","2017","Mujer","(00 a 04)","marzo","martes","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"192","2017","Hombre","(55 a 59)","marzo","viernes","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"193","2017","Hombre","(15 a 17)","abril","sábado","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"194","2017","Hombre","(00 a 04)","abril","domingo","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"195","2017","Mujer","(25 a 29)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"196","2017","Hombre","(35 a 39)","abril","miércoles","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"197","2017","Hombre","(35 a 39)","abril","miércoles","Bolívar","Santa Catalina","Violenta - Muertes accidentales","Datos definitivos"
"198","2017","Mujer","(00 a 04)","abril","miércoles","Bolívar","María la Baja","Violenta - Muertes accidentales","Datos definitivos"
"199","2017","Hombre","(15 a 17)","abril","miércoles","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"200","2017","Hombre","(20 a 24)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"201","2017","Hombre","(40 a 44)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"202","2017","Hombre","(35 a 39)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"203","2017","Hombre","(45 a 49)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"204","2017","Hombre","(50 a 54)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"205","2017","Hombre","(55 a 59)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"206","2017","Hombre","(50 a 54)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"207","2017","Hombre","(35 a 39)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"208","2017","Hombre","(55 a 59)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"209","2017","Hombre","(18 a 19)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"210","2017","Hombre","(25 a 29)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"211","2017","Hombre","(20 a 24)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"212","2017","Hombre","(25 a 29)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"213","2017","Hombre","(40 a 44)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"214","2017","Hombre","(70 a 74)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"215","2017","Hombre","(50 a 54)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"216","2017","Hombre","(55 a 59)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"217","2017","Mujer","(65 a 69)","abril","viernes","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"218","2017","Hombre","(20 a 24)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"219","2017","Hombre","(55 a 59)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"220","2017","Hombre","(40 a 44)","abril","jueves","Bolívar","Cartagena de Indias","Violenta - Muertes accidentales","Datos definitivos"
"221","2017","Hombre","(75 a 79)","enero","lunes","Valle del Cauca","El Cairo","Violenta - Muertes accidentales","Datos definitivos"
"222","2017","Hombre","(50 a 54)","enero","sábado","Valle del Cauca","Ansermanuevo","Violenta - Muertes accidentales","Datos definitivos"
