"opendata_person_number","program_type_name","program_begin_date","program_end_date","program_status_name","successful_completion_value","sex","age_range","race_name","zipcode","unique_id"
"702490","AOWP","2020-01-24T00:00:00.000","2020-10-28T00:00:00.000","Unsuccessful","0","M","25 to 34","White","94930","702490AOWP2410282020U0"
"6230478","PAROLE","2020-10-22T00:00:00.000","2020-10-22T00:00:00.000","Neutral","1","M","65 or older","White","94960","6230478PAROLE2210222020N1"
"7816506","SUPV","2019-05-10T00:00:00.000","2020-10-21T00:00:00.000","Bench Warrant","0","M","18 to 24","Hispanic","94590","7816506SUPV1010212020B0"
"9343351","AOWP","2020-02-10T00:00:00.000","2020-10-29T00:00:00.000","Successful","1","M","45 to 54","White","","9343351AOWP1010292020S1"
"6418830","PAROLE","2020-10-29T00:00:00.000","2020-10-29T00:00:00.000","Neutral","1","F","45 to 54","White","94901","6418830PAROLE2910292020N1"
"2909193","AOWP","2020-01-21T00:00:00.000","2020-10-27T00:00:00.000","Unsuccessful","0","M","45 to 54","Hispanic","94901","2909193AOWP2110272020U0"
"1121438","AOWP","2018-07-06T00:00:00.000","2020-10-20T00:00:00.000","Unsuccessful","0","F","45 to 54","White","94965","1121438AOWP610202020U0"
"7535014","AOWP","2020-01-10T00:00:00.000","2020-10-30T00:00:00.000","Neutral","1","M","45 to 54","White","94010","7535014AOWP1010302020N1"
"9189650","SUPV","2019-12-05T00:00:00.000","2020-11-01T00:00:00.000","Successful","1","M","18 to 24","White","","9189650SUPV51112020S1"
"1458374","AOWP","2020-01-10T00:00:00.000","2020-11-13T00:00:00.000","Bench Warrant","0","M","35 to 44","Hispanic","94102","1458374AOWP1011132020B0"
"600614","SUPV","2018-10-18T00:00:00.000","2020-11-16T00:00:00.000","Successful","1","M","65 or older","White","94903","600614SUPV1811162020S1"
"8219889","REST","2020-07-13T00:00:00.000","2020-11-05T00:00:00.000","Neutral","1","M","25 to 34","White","","8219889REST131152020N1"
"2595499","SUPV","2020-10-16T00:00:00.000","2020-11-16T00:00:00.000","Court Deleted","0","M","25 to 34","Hispanic","94901","2595499SUPV1611162020C0"
"2595499","REST","2020-10-16T00:00:00.000","2020-11-16T00:00:00.000","Court Deleted","0","M","25 to 34","Hispanic","94901","2595499REST1611162020C0"
"3573416","SUPV","2019-12-06T00:00:00.000","2020-11-13T00:00:00.000","Unsuccessful","0","M","35 to 44","White","94114","3573416SUPV611132020U0"
"4698270","AB109","2019-03-27T00:00:00.000","2020-11-04T00:00:00.000","Successful","1","M","55 to 64","White","94901","4698270AB109271142020S1"
"6578885","PAROLE","2020-11-16T00:00:00.000","2020-11-16T00:00:00.000","Neutral","1","M","65 or older","White","94949","6578885PAROLE1611162020N1"
"5277554","AB109","2019-07-22T00:00:00.000","2020-11-02T00:00:00.000","Successful","1","M","25 to 34","White","","5277554AB109221122020S1"
"3499147","AB109","2019-03-22T00:00:00.000","2020-11-02T00:00:00.000","Successful","1","M","45 to 54","White","","3499147AB109221122020S1"
"4469486","AOWP","2020-10-15T00:00:00.000","2020-11-17T00:00:00.000","Successful, no $$","1","F","25 to 34","Hispanic","94947","4469486AOWP1511172020S1"
"7714543","PAROLE","2020-11-17T00:00:00.000","2020-11-17T00:00:00.000","Neutral","1","M","25 to 34","Black","95842","7714543PAROLE1711172020N1"
"7083859","SUPV","2015-11-02T00:00:00.000","2020-10-30T00:00:00.000","Successful","1","M","25 to 34","Hispanic","94903","7083859SUPV210302020S1"
"2203878","AB109","2018-08-22T00:00:00.000","2020-11-13T00:00:00.000","Successful","1","M","35 to 44","White","79925","2203878AB1092211132020S1"
"4371319","AOWP","2019-11-19T00:00:00.000","2020-11-03T00:00:00.000","Bench Warrant","0","M","25 to 34","Hispanic","94901","4371319AOWP191132020B0"
"4881530","SUPV","2019-11-08T00:00:00.000","2020-11-05T00:00:00.000","Unsuccessful","0","M","45 to 54","Black","","4881530SUPV81152020U0"
"9246837","AB109","2019-07-22T00:00:00.000","2020-11-07T00:00:00.000","Terminated by Court","0","F","55 to 64","White","94933","9246837AB109221172020T0"
"9394767","SUPV","2019-08-15T00:00:00.000","2020-11-04T00:00:00.000","Unsuccessful","0","M","25 to 34","Hispanic","94901","9394767SUPV151142020U0"
"4985260","REST","2019-04-26T00:00:00.000","2020-11-10T00:00:00.000","Successful","1","M","35 to 44","White","94960","4985260REST2611102020S1"
"5341138","AOWP","2020-01-24T00:00:00.000","2020-11-02T00:00:00.000","Bench Warrant","0","M","45 to 54","Hispanic","94945","5341138AOWP241122020B0"
"2244195","SUPV","2020-08-05T00:00:00.000","2020-11-09T00:00:00.000","Bench Warrant","0","F","25 to 34","Black","94110","2244195SUPV51192020B0"
"305661","SUPV","2017-11-07T00:00:00.000","2020-11-06T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94901","305661SUPV71162020S1"
"2968558","SUPV","2019-08-28T00:00:00.000","2020-11-02T00:00:00.000","Successful","1","M","25 to 34","White","94903","2968558SUPV281122020S1"
"2189322","SUPV","2019-09-26T00:00:00.000","2020-11-02T00:00:00.000","Successful","1","M","25 to 34","White","","2189322SUPV261122020S1"
"1418002","SUPV","2019-12-05T00:00:00.000","2020-11-04T00:00:00.000","Bench Warrant","0","M","45 to 54","Black","","1418002SUPV51142020B0"
"7618473","AB109","2018-09-19T00:00:00.000","2020-11-04T00:00:00.000","Unsuccessful","0","M","35 to 44","White","","7618473AB109191142020U0"
"4384351","AOWP","2019-11-19T00:00:00.000","2020-11-06T00:00:00.000","Successful","1","F","35 to 44","White","94920","4384351AOWP191162020S1"
"2945201","AOWP","2019-10-18T00:00:00.000","2020-11-09T00:00:00.000","Successful, no $$","1","F","18 to 24","White","94945","2945201AOWP181192020S1"
"874444","SUPV","2019-09-06T00:00:00.000","2020-11-12T00:00:00.000","Terminated by Court","0","F","55 to 64","White","94945","874444SUPV611122020T0"
"8687505","AOWP","2019-03-07T00:00:00.000","2019-09-26T00:00:00.000","Neutral","1","M","35 to 44","White","95560","8687505AOWP79262019N1"
"692644","AOWP","2018-07-25T00:00:00.000","2019-10-08T00:00:00.000","Neutral","1","M","55 to 64","White","94949","692644AOWP251082019N1"
"364508","AOWP","2018-12-27T00:00:00.000","2019-05-06T00:00:00.000","Successful","1","F","65 or older","White",,"364508AOWP27562019S1"
"5612733","AOWP","2018-11-01T00:00:00.000","2019-11-12T00:00:00.000","Neutral","1","M","35 to 44","White","94939","5612733AOWP111122019N1"
"6148983","SUPV","2016-01-15T00:00:00.000","2019-01-31T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94901","6148983SUPV151312019S1"
"8768574","AOWP","2019-09-05T00:00:00.000","2020-02-06T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94949","8768574AOWP5262020S1"
"427087","AOWP","2018-12-20T00:00:00.000","2019-11-18T00:00:00.000","Neutral","1","F","55 to 64","Black","94901","427087AOWP2011182019N1"
"6417073","PAROLE","2019-05-28T00:00:00.000","2019-09-23T00:00:00.000","Successful, no $$","1","M","35 to 44","White","94928","6417073PAROLE289232019S1"
"1539456","REST","2019-03-04T00:00:00.000","2019-04-15T00:00:00.000","Neutral","1","M","45 to 54","Black","94564","1539456REST44152019N1"
"5191622","AOWP","2019-11-14T00:00:00.000","2020-03-06T00:00:00.000","Successful","1","F","45 to 54","White","94949","5191622AOWP14362020S1"
"8623919","AOWP","2018-12-03T00:00:00.000","2019-05-24T00:00:00.000","Successful","1","F","35 to 44","Black","94965","8623919AOWP35242019S1"
"3357506","REST","2019-03-22T00:00:00.000","2019-04-15T00:00:00.000","Neutral","1","F","35 to 44","White","94904","3357506REST224152019N1"
"3357506","PAROLE","2019-05-28T00:00:00.000","2019-08-09T00:00:00.000","Successful","1","F","35 to 44","White","94904","3357506PAROLE28892019S1"
"4428695","AOWP","2017-10-31T00:00:00.000","2019-05-16T00:00:00.000","Successful","1","M","35 to 44","White","94901","4428695AOWP315162019S1"
"6406048","AOWP","2019-10-24T00:00:00.000","2019-12-12T00:00:00.000","Neutral","1","M","35 to 44","White","94901","6406048AOWP2412122019N1"
"3485321","REST","2018-09-07T00:00:00.000","2020-03-09T00:00:00.000","Neutral","1","M","55 to 64","White","94941","3485321REST7392020N1"
"2465578","SUPV","2016-06-27T00:00:00.000","2019-06-13T00:00:00.000","Successful, no $$","1","M","35 to 44","Black","94903","2465578SUPV276132019S1"
"1334265","REST","2019-06-10T00:00:00.000","2019-08-21T00:00:00.000","Neutral","1","M","35 to 44","White","94925","1334265REST108212019N1"
"2308960","SUPV","2016-08-26T00:00:00.000","2019-09-30T00:00:00.000","Successful","1","M","45 to 54","White","94903","2308960SUPV269302019S1"
"8680320","PAROLE","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","Neutral","1","M","35 to 44","Hispanic","94903","8680320PAROLE1610162019N1"
"6881735","SUPV","2019-02-11T00:00:00.000","2019-10-29T00:00:00.000","Unsuccessful","0","M","35 to 44","Hispanic",,"6881735SUPV1110292019U0"
"9666598","REST","2017-04-05T00:00:00.000","2019-01-04T00:00:00.000","Neutral","1","F","55 to 64","Hispanic","94901","9666598REST5142019N1"
"9489618","AOWP","2018-09-17T00:00:00.000","2019-09-17T00:00:00.000","Neutral","1","M","35 to 44","White",,"9489618AOWP179172019N1"
"9489618","REST","2019-08-30T00:00:00.000","2020-02-21T00:00:00.000","Neutral","1","M","35 to 44","White",,"9489618REST302212020N1"
"6273271","REST","2019-01-25T00:00:00.000","2019-05-03T00:00:00.000","Neutral","1","F","45 to 54","White","94080","6273271REST25532019N1"
"2959263","REST","2018-10-12T00:00:00.000","2019-03-08T00:00:00.000","Neutral","1","F","35 to 44","White","94945","2959263REST12382019N1"
"2959263","REST","2019-03-04T00:00:00.000","2019-06-07T00:00:00.000","Neutral","1","F","35 to 44","White","94945","2959263REST4672019N1"
"2959263","SUPV","2019-11-25T00:00:00.000","2020-01-06T00:00:00.000","Unsuccessful","0","F","35 to 44","White","94945","2959263SUPV25162020U0"
"2959263","REST","2020-01-27T00:00:00.000","2020-03-17T00:00:00.000","Neutral","1","F","35 to 44","White","94945","2959263REST273172020N1"
"2464177","SUPV","2018-11-19T00:00:00.000","2019-04-29T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94901","2464177SUPV194292019S1"
"6875946","REST","2019-02-01T00:00:00.000","2019-06-25T00:00:00.000","Bench Warrant","0","M","35 to 44","Hispanic","94901","6875946REST16252019B0"
"6875946","AOWP","2019-03-06T00:00:00.000","2019-12-04T00:00:00.000","Unsuccessful","0","M","35 to 44","Hispanic","94901","6875946AOWP61242019U0"
"465169","AOWP","2019-12-02T00:00:00.000","2020-03-02T00:00:00.000","Successful","1","M","55 to 64","White","94945","465169AOWP2322020S1"
"6044341","PAROLE","2019-07-05T00:00:00.000","2019-09-17T00:00:00.000","Successful, no $$","1","M","55 to 64","White","94945","6044341PAROLE59172019S1"
"8934792","REST","2019-09-23T00:00:00.000","2019-12-07T00:00:00.000","Neutral","1","M","35 to 44","White","94949","8934792REST231272019N1"
"1172928","SUPV","2017-11-16T00:00:00.000","2019-01-24T00:00:00.000","Terminated by Court","0","M","35 to 44","White","94903","1172928SUPV161242019T0"
"1172928","REST","2018-01-19T00:00:00.000","2019-01-24T00:00:00.000","Terminated by Court","0","M","35 to 44","White","94903","1172928REST191242019T0"
"7398468","SUPV","2017-11-22T00:00:00.000","2019-06-10T00:00:00.000","Transfer: Jurisdict","1","M","35 to 44","Hispanic","94590","7398468SUPV226102019T1"
"3500988","AOWP","2019-07-10T00:00:00.000","2019-08-09T00:00:00.000","Successful","1","F","55 to 64","White","94901","3500988AOWP10892019S1"
"3500988","AOWP","2019-08-14T00:00:00.000","2020-01-21T00:00:00.000","Unsuccessful","0","F","55 to 64","White","94901","3500988AOWP141212020U0"
"8574566","SUPV","2017-02-24T00:00:00.000","2019-09-30T00:00:00.000","Unsuccessful","0","M","35 to 44","White","94920","8574566SUPV249302019U0"
"8574566","SUPV","2018-12-10T00:00:00.000","2019-09-30T00:00:00.000","Unsuccessful","0","M","35 to 44","White","94920","8574566SUPV109302019U0"
"7806291","AOWP","2015-09-24T00:00:00.000","2019-05-24T00:00:00.000","Successful","1","M","35 to 44","White","94947","7806291AOWP245242019S1"
"4899818","AOWP","2019-08-09T00:00:00.000","2019-12-18T00:00:00.000","Unsuccessful","0","M","55 to 64","White","94901","4899818AOWP912182019U0"
"2715542","PAROLE","2019-01-03T00:00:00.000","2019-01-03T00:00:00.000","Neutral","1","M","35 to 44","White","94949","2715542PAROLE3132019N1"
"2715542","PAROLE","2019-01-09T00:00:00.000","2019-02-08T00:00:00.000","Successful","1","M","35 to 44","White","94949","2715542PAROLE9282019S1"
"2715542","SUPV","2018-10-17T00:00:00.000","2019-11-19T00:00:00.000","Bench Warrant","0","M","35 to 44","White","94949","2715542SUPV1711192019B0"
"2715542","SUPV","2018-01-30T00:00:00.000","2019-12-17T00:00:00.000","Bench Warrant","0","M","35 to 44","White","94949","2715542SUPV3012172019B0"
"7313378","AOWP","2019-02-04T00:00:00.000","2019-04-29T00:00:00.000","Successful","1","F","55 to 64","White","94945","7313378AOWP44292019S1"
"6577773","AOWP","2019-01-08T00:00:00.000","2019-04-26T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94903","6577773AOWP84262019S1"
"1938244","AB109","2018-08-09T00:00:00.000","2019-03-08T00:00:00.000","Transfer: Jurisdict","1","M","35 to 44","White","94901","1938244AB1099382019T1"
"8815960","REST","2019-06-21T00:00:00.000","2019-08-26T00:00:00.000","Neutral","1","F","45 to 54","White","94928","8815960REST218262019N1"
"3799754","AB109","2017-10-23T00:00:00.000","2019-04-15T00:00:00.000","Completion/Expired","0","M","35 to 44","Black","0","3799754AB109234152019C0"
"9903049","REST","2018-10-12T00:00:00.000","2019-01-15T00:00:00.000","Neutral","1","F","35 to 44","White","94960","9903049REST121152019N1"
"6841639","REST","2019-09-27T00:00:00.000","2020-02-28T00:00:00.000","Neutral","1","M","45 to 54","White","94901","6841639REST272282020N1"
"7498479","AOWP","2019-07-19T00:00:00.000","2019-08-19T00:00:00.000","Neutral","1","M","45 to 54","Black","94949","7498479AOWP198192019N1"
"4905741","REST","2018-08-24T00:00:00.000","2019-02-12T00:00:00.000","Neutral","1","M","35 to 44","White","94947","4905741REST242122019N1"
"4905741","SUPV","2018-08-28T00:00:00.000","2019-02-19T00:00:00.000","Successful","1","M","35 to 44","White","94947","4905741SUPV282192019S1"
"3701248","AOWP","2018-10-08T00:00:00.000","2019-01-08T00:00:00.000","Successful","1","M","55 to 64","White","94947","3701248AOWP8182019S1"
"3701248","REST","2018-09-18T00:00:00.000","2019-01-18T00:00:00.000","Neutral","1","M","55 to 64","White","94947","3701248REST181182019N1"
"5805837","REST","2019-10-04T00:00:00.000","2020-01-21T00:00:00.000","Neutral","1","M","65 or older","White","94941","5805837REST41212020N1"
"7905119","PAROLE","2019-02-06T00:00:00.000","2019-03-22T00:00:00.000","Successful","1","F","35 to 44","White","94110","7905119PAROLE63222019S1"
"7905119","SUPV","2018-11-21T00:00:00.000","2019-06-26T00:00:00.000","Transfer: Jurisdict","1","F","45 to 54","White","94110","7905119SUPV216262019T1"
"599121","SUPV","2016-12-23T00:00:00.000","2019-12-22T00:00:00.000","Successful, no $$","1","M","35 to 44","White","94901","599121SUPV2312222019S1"
"6331869","SUPV","2018-09-06T00:00:00.000","2019-04-10T00:00:00.000","Unsuccessful","0","M","45 to 54","White",,"6331869SUPV64102019U0"
"6331869","SUPV","2018-05-24T00:00:00.000","2019-05-15T00:00:00.000","Successful","1","M","45 to 54","White",,"6331869SUPV245152019S1"
"6331869","SUPV","2018-09-06T00:00:00.000","2019-11-19T00:00:00.000","Death","1","M","45 to 54","White",,"6331869SUPV611192019D1"
"512709","PAROLE","2020-02-19T00:00:00.000","2020-02-19T00:00:00.000","Neutral","1","M","35 to 44","White","94949","512709PAROLE192192020N1"
"1165988","REST","2017-11-14T00:00:00.000","2018-12-10T00:00:00.000","Neutral","1","M","35 to 44","Hispanic","94901","1165988REST1412102018N1"
"1165988","PAROLE","2018-11-09T00:00:00.000","2018-12-19T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94901","1165988PAROLE912192018S1"
"8802097","AOWP","2018-08-28T00:00:00.000","2019-10-14T00:00:00.000","Neutral","1","M","55 to 64","White","94903","8802097AOWP2810142019N1"
"1587145","AOWP","2019-02-28T00:00:00.000","2019-08-07T00:00:00.000","Successful","1","F","55 to 64","White","94941","1587145AOWP28872019S1"
"7724741","PAROLE","2019-12-06T00:00:00.000","2020-02-14T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94804","7724741PAROLE62142020S1"
"7724741","SUPV","2018-11-14T00:00:00.000","2020-02-24T00:00:00.000","Transfer: Jurisdict","1","M","35 to 44","Hispanic","94804","7724741SUPV142242020T1"
"8485083","SUPV","2018-02-28T00:00:00.000","2019-01-03T00:00:00.000","Termination: Prison","0","M","35 to 44","Black","94901","8485083SUPV28132019T0"
"8485083","AB109","2018-11-06T00:00:00.000","2019-07-05T00:00:00.000","Successful","1","M","35 to 44","Black","94901","8485083AB1096752019S1"
"9810824","PAROLE","2019-03-06T00:00:00.000","2019-07-25T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94941","9810824PAROLE67252019S1"
"4474968","PAROLE","2019-04-03T00:00:00.000","2019-05-07T00:00:00.000","Successful","1","M","35 to 44","White","94601","4474968PAROLE3572019S1"
"5735227","SUPV","2017-09-12T00:00:00.000","2020-01-22T00:00:00.000","Court Deleted","0","M","35 to 44","White","94949","5735227SUPV121222020C0"
"4933082","PAROLE","2019-02-25T00:00:00.000","2019-05-01T00:00:00.000","Neutral","1","M","35 to 44","White","94920","4933082PAROLE25512019N1"
"4933082","SUPV","2018-10-19T00:00:00.000","2020-02-08T00:00:00.000","Successful","1","M","35 to 44","White","94920","4933082SUPV19282020S1"
"7417097","REST","2014-08-11T00:00:00.000","2019-05-11T00:00:00.000","Neutral","1","M","45 to 54","White","94947","7417097REST115112019N1"
"5624","AB109","2018-02-20T00:00:00.000","2019-03-14T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94903","5624AB109203142019S1"
"3776500","AOWP","2019-08-21T00:00:00.000","2020-02-05T00:00:00.000","Bench Warrant","0","F","45 to 54","Hispanic","94901","3776500AOWP21252020B0"
"9289776","REST","2017-11-21T00:00:00.000","2018-12-27T00:00:00.000","Neutral","1","M","35 to 44","White","95476","9289776REST2112272018N1"
"2443585","REST","2019-03-28T00:00:00.000","2019-06-17T00:00:00.000","Neutral","1","M","35 to 44","White","94901","2443585REST286172019N1"
"2443585","AOWP","2019-04-16T00:00:00.000","2019-10-23T00:00:00.000","Successful","1","M","35 to 44","White","94901","2443585AOWP1610232019S1"
"1071009","SUPV","2019-06-04T00:00:00.000","2019-12-01T00:00:00.000","Termination: Jail","0","M","45 to 54","White","94901","1071009SUPV41212019T0"
"9347270","REST","2019-06-14T00:00:00.000","2019-11-05T00:00:00.000","Neutral","1","F","35 to 44","Black","94965","9347270REST141152019N1"
"610226","AOWP","2019-11-14T00:00:00.000","2019-12-21T00:00:00.000","Successful","1","F","35 to 44","Asian","94965","610226AOWP1412212019S1"
"313936","AB109","2016-10-03T00:00:00.000","2019-12-20T00:00:00.000","Successful","1","M","35 to 44","White","94903","313936AB109312202019S1"
"1785858","AB109","2019-06-27T00:00:00.000","2020-02-20T00:00:00.000","Transfer: Jurisdict","1","M","35 to 44","Black",,"1785858AB109272202020T1"
"5441509","REST","2018-06-27T00:00:00.000","2018-12-13T00:00:00.000","Neutral","1","M","25 to 34","Filipino","94947","5441509REST2712132018N1"
"5441509","PAROLE","2018-12-19T00:00:00.000","2019-01-09T00:00:00.000","Successful","1","M","25 to 34","Filipino","94947","5441509PAROLE19192019S1"
"4474087","SUPV","2017-09-19T00:00:00.000","2019-04-12T00:00:00.000","Unsuccessful","0","M","35 to 44","Hispanic","94901","4474087SUPV194122019U0"
"2405909","SUPV","2017-10-17T00:00:00.000","2019-05-02T00:00:00.000","Termination: Jail","0","M","35 to 44","Hispanic","94945","2405909SUPV17522019T0"
"2405909","SUPV","2019-02-01T00:00:00.000","2019-05-02T00:00:00.000","Terminated by Court","0","M","35 to 44","Hispanic","94945","2405909SUPV1522019T0"
"2405909","SUPV","2018-04-10T00:00:00.000","2019-05-02T00:00:00.000","Terminated by Court","0","M","35 to 44","Hispanic","94945","2405909SUPV10522019T0"
"9739272","SUPV","2018-11-06T00:00:00.000","2020-03-30T00:00:00.000","Unsuccessful","0","M","35 to 44","White","94928","9739272SUPV63302020U0"
"2275629","SUPV","2015-10-27T00:00:00.000","2019-02-01T00:00:00.000","Successful","1","M","45 to 54","White","94947","2275629SUPV27212019S1"
"6896518","AOWP","2019-10-09T00:00:00.000","2020-01-06T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94901","6896518AOWP9162020S1"
"6958391","AOWP","2018-11-15T00:00:00.000","2019-11-07T00:00:00.000","Neutral","1","M","35 to 44","Hispanic","94806","6958391AOWP151172019N1"
"3314244","SUPV","2018-03-08T00:00:00.000","2019-04-12T00:00:00.000","Successful","1","M","55 to 64","White","94904","3314244SUPV84122019S1"
"3314244","AOWP","2016-08-12T00:00:00.000","2019-05-29T00:00:00.000","Neutral","1","M","55 to 64","White","94904","3314244AOWP125292019N1"
"1231898","REST","2019-03-28T00:00:00.000","2019-06-17T00:00:00.000","Neutral","1","M","35 to 44","White","94091","1231898REST286172019N1"
"1231898","REST","2020-03-02T00:00:00.000","2020-04-15T00:00:00.000","Neutral","1","M","35 to 44","White","94091","1231898REST24152020N1"
"7887697","AOWP","2019-07-12T00:00:00.000","2019-12-23T00:00:00.000","Successful","1","M","55 to 64","White","94941","7887697AOWP1212232019S1"
"7214189","PAROLE","2019-05-01T00:00:00.000","2019-05-17T00:00:00.000","Successful","1","M","45 to 54","White","94956","7214189PAROLE15172019S1"
"7596647","REST","2019-03-28T00:00:00.000","2019-04-26T00:00:00.000","Neutral","1","M","55 to 64","White","94949","7596647REST284262019N1"
"6926097","AOWP","2019-04-19T00:00:00.000","2019-08-07T00:00:00.000","Neutral","1","M","35 to 44","White","94901","6926097AOWP19872019N1"
"2175911","SUPV","2018-04-09T00:00:00.000","2019-09-09T00:00:00.000","Unsuccessful","0","M","25 to 34","Black","94949","2175911SUPV9992019U0"
"2175911","SUPV","2020-01-10T00:00:00.000","2020-03-12T00:00:00.000","Unsuccessful","0","M","25 to 34","Black","94949","2175911SUPV103122020U0"
"9778947","AOWP","2017-10-13T00:00:00.000","2019-06-20T00:00:00.000","Neutral","1","F","25 to 34","White","94930","9778947AOWP136202019N1"
"6044127","AOWP","2018-02-28T00:00:00.000","2019-07-18T00:00:00.000","Successful","1","F","55 to 64","White","12197","6044127AOWP287182019S1"
"4626016","AOWP","2019-09-12T00:00:00.000","2020-01-15T00:00:00.000","Neutral","1","F","45 to 54","White","94947","4626016AOWP121152020N1"
"4626016","SUPV","2017-01-03T00:00:00.000","2020-01-15T00:00:00.000","Successful, no $$","1","F","45 to 54","White","94947","4626016SUPV31152020S1"
"8219148","REST","2019-08-23T00:00:00.000","2019-12-20T00:00:00.000","Neutral","1","F","35 to 44","White","94941","8219148REST2312202019N1"
"8219148","AOWP","2019-09-06T00:00:00.000","2020-02-18T00:00:00.000","Successful, no $$","1","F","35 to 44","White","94941","8219148AOWP62182020S1"
"8883318","AOWP","2018-07-11T00:00:00.000","2019-01-08T00:00:00.000","Successful","1","M","55 to 64","White","94947","8883318AOWP11182019S1"
"1358873","REST","2019-02-08T00:00:00.000","2019-03-29T00:00:00.000","Neutral","1","M","35 to 44","White","94920","1358873REST83292019N1"
"1358873","PAROLE","2019-04-08T00:00:00.000","2019-05-13T00:00:00.000","Successful","1","M","35 to 44","White","94920","1358873PAROLE85132019S1"
"7232111","REST","2019-11-08T00:00:00.000","2020-02-28T00:00:00.000","Neutral","1","F","35 to 44","Black","94901","7232111REST82282020N1"
"4884328","AOWP","2019-06-17T00:00:00.000","2019-07-18T00:00:00.000","Neutral","1","M","35 to 44","White","94930","4884328AOWP177182019N1"
"8787212","REST","2018-06-12T00:00:00.000","2019-01-15T00:00:00.000","Neutral","1","M","25 to 34","White","94960","8787212REST121152019N1"
"8787212","SUPV","2018-01-22T00:00:00.000","2019-04-12T00:00:00.000","Unsuccessful","0","M","35 to 44","White","94960","8787212SUPV224122019U0"
"8787212","SUPV","2018-02-08T00:00:00.000","2019-04-12T00:00:00.000","Unsuccessful","0","M","35 to 44","White","94960","8787212SUPV84122019U0"
"8787212","SUPV","2018-01-08T00:00:00.000","2019-06-10T00:00:00.000","Unsuccessful","0","M","35 to 44","White","94960","8787212SUPV86102019U0"
"8787212","REST","2019-07-19T00:00:00.000","2019-11-19T00:00:00.000","Neutral","1","M","35 to 44","White","94960","8787212REST1911192019N1"
"8787212","REST","2019-12-23T00:00:00.000","2020-03-04T00:00:00.000","Neutral","1","M","35 to 44","White","94960","8787212REST23342020N1"
"6420876","REST","2018-11-29T00:00:00.000","2019-02-12T00:00:00.000","Neutral","1","M","45 to 54","White","94901","6420876REST292122019N1"
"6420876","AOWP","2018-12-27T00:00:00.000","2019-10-09T00:00:00.000","Neutral","1","M","55 to 64","White","94901","6420876AOWP271092019N1"
"6420876","REST","2019-04-08T00:00:00.000","2019-12-27T00:00:00.000","Bench Warrant","0","M","55 to 64","White","94901","6420876REST812272019B0"
"5859080","REST","2018-08-09T00:00:00.000","2019-01-22T00:00:00.000","Neutral","1","F","45 to 54","White","94901","5859080REST91222019N1"
"5859080","REST","2018-11-19T00:00:00.000","2019-01-22T00:00:00.000","Neutral","1","F","45 to 54","White","94901","5859080REST191222019N1"
"3830533","AOWP","2018-09-07T00:00:00.000","2019-01-22T00:00:00.000","Successful","1","M","45 to 54","Hispanic","94903","3830533AOWP71222019S1"
"657213","SUPV","2018-07-23T00:00:00.000","2020-03-23T00:00:00.000","Neutral","1","M","35 to 44","White","94947","657213SUPV233232020N1"
"8082200","AOWP","2019-02-28T00:00:00.000","2019-10-29T00:00:00.000","Successful","1","M","25 to 34","White","94591","8082200AOWP2810292019S1"
"6370026","REST","2019-02-08T00:00:00.000","2019-04-15T00:00:00.000","Neutral","1","M","25 to 34","Hispanic","94954","6370026REST84152019N1"
"9056555","REST","2018-07-18T00:00:00.000","2019-01-25T00:00:00.000","Neutral","1","M","25 to 34","White","94903","9056555REST181252019N1"
"9056555","REST","2019-09-16T00:00:00.000","2020-05-11T00:00:00.000","Neutral","1","M","25 to 34","White","94903","9056555REST165112020N1"
"3905249","AOWP","2019-03-15T00:00:00.000","2019-05-17T00:00:00.000","Successful","1","M","55 to 64","White","94965","3905249AOWP155172019S1"
"4894315","REST","2019-08-30T00:00:00.000","2019-11-05T00:00:00.000","Neutral","1","M","45 to 54","Black","94509","4894315REST301152019N1"
"4687126","AOWP","2019-09-04T00:00:00.000","2019-12-18T00:00:00.000","Successful","1","M","35 to 44","White","94941","4687126AOWP412182019S1"
"2653352","AOWP","2018-04-19T00:00:00.000","2019-10-25T00:00:00.000","Successful","1","F","35 to 44","White","94949","2653352AOWP1910252019S1"
"7110503","PAROLE","2019-03-06T00:00:00.000","2019-04-11T00:00:00.000","Successful","1","M","45 to 54","Hispanic","91803","7110503PAROLE64112019S1"
"7110503","SUPV","2018-10-24T00:00:00.000","2019-09-23T00:00:00.000","Transfer: Jurisdict","1","M","45 to 54","Hispanic","91803","7110503SUPV249232019T1"
"1628766","REST","2019-05-03T00:00:00.000","2019-06-07T00:00:00.000","Neutral","1","F","55 to 64","White","94941","1628766REST3672019N1"
"5866124","REST","2020-01-27T00:00:00.000","2020-03-17T00:00:00.000","Neutral","1","M","45 to 54","Hispanic","94901","5866124REST273172020N1"
