"opendata_person_number","program_type_name","program_begin_date","program_end_date","program_status_name","successful_completion_value","sex","age_range","race_name","zipcode","unique_id"
"2537105","AOWP","2020-01-30T00:00:00.000","2020-07-28T00:00:00.000","Successful","1","M","18 to 24","Black","94805","2537105AOWP307282020S1"
"9441330","SUPV","2020-03-25T00:00:00.000","2020-07-31T00:00:00.000","Unsuccessful","0","M","25 to 34","White","","9441330SUPV257312020U0"
"4757966","SUPV","2019-10-08T00:00:00.000","2020-07-31T00:00:00.000","Successful","1","M","25 to 34","Other","94920","4757966SUPV87312020S1"
"4137861","PAROLE","2020-07-24T00:00:00.000","2020-07-24T00:00:00.000","Neutral","1","F","18 to 24","Black","94602","4137861PAROLE247242020N1"
"1621315","SUPV","2007-12-28T00:00:00.000","2020-12-01T00:00:00.000","Terminated by Court","0","M","25 to 34","Hispanic","94901","1621315SUPV281212020T0"
"8546522","AOWP","2020-09-16T00:00:00.000","2020-12-01T00:00:00.000","Successful","1","F","25 to 34","Hispanic","94806","8546522AOWP161212020S1"
"7402080","AOWP","2020-03-16T00:00:00.000","2020-07-29T00:00:00.000","Successful","1","M","55 to 64","Hispanic","94901","7402080AOWP167292020S1"
"9445497","PAROLE","2020-07-27T00:00:00.000","2020-07-27T00:00:00.000","Neutral","1","M","45 to 54","White","94903","9445497PAROLE277272020N1"
"9836790","AOWP","2020-06-08T00:00:00.000","2020-07-21T00:00:00.000","Unsuccessful","0","F","45 to 54","White","94941","9836790AOWP87212020U0"
"5541434","PAROLE","2020-07-23T00:00:00.000","2020-07-23T00:00:00.000","Neutral","1","M","25 to 34","Hawaiian","95404","5541434PAROLE237232020N1"
"6615617","SUPV","2019-12-05T00:00:00.000","2020-11-30T00:00:00.000","Successful","1","M","65 or older","White","94901","6615617SUPV511302020S1"
"8399432","REST","2018-04-03T00:00:00.000","2020-07-23T00:00:00.000","Terminated by Court","0","F","55 to 64","White","94925","8399432REST37232020T0"
"8348249","SUPV","2019-04-04T00:00:00.000","2020-11-30T00:00:00.000","Bench Warrant","0","M","18 to 24","Hispanic","94945","8348249SUPV411302020B0"
"3158113","REST","2020-07-24T00:00:00.000","2020-12-03T00:00:00.000","Neutral","1","M","55 to 64","White","94903","3158113REST241232020N1"
"9322304","SUPV","2020-09-23T00:00:00.000","2020-12-03T00:00:00.000","Neutral","1","M","25 to 34","White","94903","9322304SUPV231232020N1"
"3338917","AOWP","2020-08-27T00:00:00.000","2020-12-02T00:00:00.000","Successful","1","F","55 to 64","White","94965","3338917AOWP271222020S1"
"4849391","REST","2020-08-28T00:00:00.000","2020-12-04T00:00:00.000","Neutral","1","M","55 to 64","White","94947","4849391REST281242020N1"
"5877342","SUPV","2018-05-11T00:00:00.000","2020-07-24T00:00:00.000","Unsuccessful","0","M","35 to 44","Black","","5877342SUPV117242020U0"
"3385252","PAROLE","2020-11-05T00:00:00.000","2020-12-02T00:00:00.000","Unsuccessful","0","M","35 to 44","Hispanic","95404","3385252PAROLE51222020U0"
"967510","REST","2017-08-08T00:00:00.000","2020-08-02T00:00:00.000","Completion/Expired","0","F","25 to 34","Hispanic","94947","967510REST8822020C0"
"382164","SUPV","2019-03-08T00:00:00.000","2020-07-24T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94901","382164SUPV87242020S1"
"6079274","AB109","2020-01-14T00:00:00.000","2020-08-14T00:00:00.000","Transfer: Jurisdict","1","M","45 to 54","White","","6079274AB109148142020T1"
"5877342","SUPV","2018-01-22T00:00:00.000","2020-07-24T00:00:00.000","Unsuccessful","0","M","35 to 44","Black","","5877342SUPV227242020U0"
"6776246","AOWP","2020-03-02T00:00:00.000","2020-08-10T00:00:00.000","Successful","1","M","45 to 54","White","94901","6776246AOWP28102020S1"
"3441067","SUPV","2019-09-09T00:00:00.000","2020-12-08T00:00:00.000","Successful","1","M","35 to 44","White","94901","3441067SUPV91282020S1"
"1541167","SUPV","2020-05-14T00:00:00.000","2020-08-04T00:00:00.000","Successful","1","F","35 to 44","Black","94945","1541167SUPV14842020S1"
"5718235","SUPV","2018-10-03T00:00:00.000","2020-12-08T00:00:00.000","Successful","1","M","25 to 34","Black","94920","5718235SUPV31282020S1"
"2293048","SUPV","2017-08-01T00:00:00.000","2020-07-31T00:00:00.000","Successful","1","M","25 to 34","Hispanic","94945","2293048SUPV17312020S1"
"8465962","PAROLE","2020-12-04T00:00:00.000","2020-12-04T00:00:00.000","Neutral","1","F","35 to 44","White","94945","8465962PAROLE41242020N1"
"2649432","SUPV","2017-08-14T00:00:00.000","2020-08-09T00:00:00.000","Successful","1","M","35 to 44","White","08902","2649432SUPV14892020S1"
"1464061","PAROLE","2020-03-12T00:00:00.000","2020-07-26T00:00:00.000","Successful","1","M","25 to 34","White","94901","1464061PAROLE127262020S1"
"2315880","REST","2020-03-02T00:00:00.000","2020-08-11T00:00:00.000","Neutral","1","M","25 to 34","Hispanic","94949","2315880REST28112020N1"
"5347530","PAROLE","2020-04-10T00:00:00.000","2020-08-14T00:00:00.000","Successful","1","M","45 to 54","White","94949","5347530PAROLE108142020S1"
"6208758","SUPV","2017-08-14T00:00:00.000","2020-08-07T00:00:00.000","Successful","1","F","45 to 54","Hispanic","94941","6208758SUPV14872020S1"
"74062","PAROLE","2020-08-10T00:00:00.000","2020-08-12T00:00:00.000","Unsuccessful","0","M","65 or older","White","94945","74062PAROLE108122020U0"
"4336202","SUPV","2020-09-15T00:00:00.000","2020-12-08T00:00:00.000","Successful","1","M","25 to 34","Black","94965","4336202SUPV151282020S1"
"4336202","SUPV","2020-09-16T00:00:00.000","2020-12-08T00:00:00.000","Successful","1","M","25 to 34","Black","94965","4336202SUPV161282020S1"
"74062","PAROLE","2020-08-10T00:00:00.000","2020-08-10T00:00:00.000","Neutral","1","M","65 or older","White","94945","74062PAROLE108102020N1"
"1467556","SUPV","2018-06-06T00:00:00.000","2020-08-04T00:00:00.000","Successful","1","M","45 to 54","White","94965","1467556SUPV6842020S1"
"1081683","AB109","2018-03-21T00:00:00.000","2020-08-07T00:00:00.000","Terminated by Court","0","M","35 to 44","White","","1081683AB10921872020T0"
"4671348","AB109","2018-04-12T00:00:00.000","2020-08-14T00:00:00.000","Completion/Expired","0","F","45 to 54","White","94941","4671348AB109128142020C0"
"2568284","AOWP","2020-02-20T00:00:00.000","2020-08-13T00:00:00.000","Unsuccessful","0","M","25 to 34","Black","94925","2568284AOWP208132020U0"
"6400593","SUPV","2015-09-09T00:00:00.000","2020-12-07T00:00:00.000","Successful, no $$","1","F","25 to 34","Hispanic","94901","6400593SUPV91272020S1"
"1058404","SUPV","2019-05-07T00:00:00.000","2020-08-17T00:00:00.000","Bench Warrant","0","M","25 to 34","Hispanic","94901","1058404SUPV78172020B0"
"8973879","SUPV","2020-01-31T00:00:00.000","2020-08-17T00:00:00.000","Successful","1","M","25 to 34","White","94903","8973879SUPV318172020S1"
"5380468","PAROLE","2020-07-20T00:00:00.000","2020-08-05T00:00:00.000","Neutral","1","M","45 to 54","White","94941","5380468PAROLE20852020N1"
"6405734","SUPV","2017-03-29T00:00:00.000","2020-12-07T00:00:00.000","Successful, no $$","1","M","45 to 54","Hispanic","94945","6405734SUPV291272020S1"
"1547251","SUPV","2018-10-04T00:00:00.000","2020-12-07T00:00:00.000","Death","1","M","25 to 34","White","","1547251SUPV41272020D1"
"1387366","AOWP","2020-05-06T00:00:00.000","2020-08-11T00:00:00.000","Successful, no $$","1","F","25 to 34","Black","94965","1387366AOWP68112020S1"
"6351547","SUPV","2018-09-06T00:00:00.000","2020-08-17T00:00:00.000","Successful, no $$","1","M","35 to 44","White","94949","6351547SUPV68172020S1"
"8763203","PAROLE","2020-08-17T00:00:00.000","2020-08-17T00:00:00.000","Neutral","1","F","45 to 54","White","94973","8763203PAROLE178172020N1"
"4342140","PAROLE","2020-08-18T00:00:00.000","2020-08-18T00:00:00.000","Neutral","1","M","18 to 24","Hispanic","94960","4342140PAROLE188182020N1"
"1547251","SUPV","2019-03-05T00:00:00.000","2020-12-07T00:00:00.000","Death","1","M","25 to 34","White","","1547251SUPV51272020D1"
"1547251","SUPV","2019-03-22T00:00:00.000","2020-12-07T00:00:00.000","Death","1","M","25 to 34","White","","1547251SUPV221272020D1"
"1131108","SUPV","2020-07-31T00:00:00.000","2020-08-04T00:00:00.000","Neutral","1","M","35 to 44","White","94901","1131108SUPV31842020N1"
"754937","PAROLE","2020-08-05T00:00:00.000","2020-08-05T00:00:00.000","Neutral","1","F","18 to 24","Hispanic","94901","754937PAROLE5852020N1"
"9683928","AB109","2020-07-06T00:00:00.000","2020-08-05T00:00:00.000","Neutral","1","F","25 to 34","Hispanic","94949","9683928AB1096852020N1"
"5380468","PAROLE","2020-07-20T00:00:00.000","2020-08-05T00:00:00.000","Unsuccessful","0","M","45 to 54","White","94941","5380468PAROLE20852020U0"
"4860154","PAROLE","2020-08-17T00:00:00.000","2020-08-17T00:00:00.000","Neutral","1","F","18 to 24","White","94904","4860154PAROLE178172020N1"
"756186","SUPV","2012-03-20T00:00:00.000","2020-08-17T00:00:00.000","Neutral","1","M","45 to 54","White","94960","756186SUPV208172020N1"
"4860154","PAROLE","2020-08-10T00:00:00.000","2020-08-10T00:00:00.000","Neutral","1","F","18 to 24","White","94904","4860154PAROLE108102020N1"
"3462731","SUPV","2017-06-16T00:00:00.000","2020-08-10T00:00:00.000","Unsuccessful","0","F","55 to 64","White","94903","3462731SUPV168102020U0"
"9225692","PAROLE","2020-12-04T00:00:00.000","2020-12-04T00:00:00.000","Neutral","1","M","45 to 54","White","94903","9225692PAROLE41242020N1"
"4488528","REST","2020-09-11T00:00:00.000","2020-12-04T00:00:00.000","Neutral","1","M","45 to 54","White","95446","4488528REST111242020N1"
"4076239","SUPV","2019-07-19T00:00:00.000","2020-08-17T00:00:00.000","Transfer: Jurisdict","1","M","45 to 54","Asian","94928","4076239SUPV198172020T1"
"3682729","SUPV","2019-04-10T00:00:00.000","2020-08-27T00:00:00.000","Unsuccessful","0","M","25 to 34","Hispanic","94801","3682729SUPV108272020U0"
"3441067","AOWP","2019-05-30T00:00:00.000","2020-08-21T00:00:00.000","Successful, no $$","1","M","35 to 44","White","94901","3441067AOWP308212020S1"
"553245","AOWP","2020-07-20T00:00:00.000","2020-08-19T00:00:00.000","Successful","1","F","35 to 44","Black","94801","553245AOWP208192020S1"
"864693","AB109","2020-02-04T00:00:00.000","2020-09-02T00:00:00.000","Transfer: Jurisdict","1","M","55 to 64","White","95203","864693AB1094922020T1"
"3512036","SUPV","2019-09-30T00:00:00.000","2020-08-26T00:00:00.000","Bench Warrant","0","F","35 to 44","White","94103","3512036SUPV308262020B0"
"5379166","REST","2017-08-16T00:00:00.000","2020-08-16T00:00:00.000","Completion/Expired","0","M","65 or older","White","94970","5379166REST168162020C0"
"3965753","PAROLE","2020-08-26T00:00:00.000","2020-08-26T00:00:00.000","Neutral","1","M","25 to 34","Hispanic","94903","3965753PAROLE268262020N1"
"2357549","SUPV","2017-08-23T00:00:00.000","2020-08-24T00:00:00.000","Unsuccessful","0","M","18 to 24","Black","94590","2357549SUPV238242020U0"
"7115916","REST","2020-06-25T00:00:00.000","2020-08-31T00:00:00.000","Neutral","1","M","55 to 64","White","94945","7115916REST258312020N1"
"8899156","SUPV","2017-04-18T00:00:00.000","2020-12-10T00:00:00.000","Bench Warrant","0","M","25 to 34","White","","8899156SUPV1812102020B0"
"9189650","PAROLE","2020-06-30T00:00:00.000","2020-08-31T00:00:00.000","Neutral","1","M","18 to 24","White","","9189650PAROLE308312020N1"
"3090837","SUPV","2015-09-03T00:00:00.000","2020-08-28T00:00:00.000","Successful","1","M","45 to 54","Hispanic","94952","3090837SUPV38282020S1"
"2582393","SUPV","2015-11-30T00:00:00.000","2020-12-11T00:00:00.000","Successful","1","M","25 to 34","Black","94590","2582393SUPV3012112020S1"
"3395712","SUPV","2017-08-22T00:00:00.000","2020-08-21T00:00:00.000","Successful","1","M","25 to 34","White","94947","3395712SUPV228212020S1"
"5000678","SUPV","2017-11-03T00:00:00.000","2020-12-11T00:00:00.000","Successful","1","F","35 to 44","Black","94965","5000678SUPV312112020S1"
"2778769","SUPV","2019-12-09T00:00:00.000","2020-08-26T00:00:00.000","Bench Warrant","0","M","45 to 54","White","94901","2778769SUPV98262020B0"
